_id,age,sex,region,income,married,children,car,save_act,current_act,mortgage,pep
ID13530,34,FEMALE,RURAL,84782.01,YES,2,NO,NO,YES,,YES
ID13531,47,FEMALE,TOWN,16180.08,YES,5,YES,NO,YES,YES,YES
ID13532,27,FEMALE,INNER_CITY,20745.77,,,NO,NO,NO,NO,NO
ID13533,56,FEMALE,RURAL,65936.23,YES,,YES,NO,NO,YES,NO
ID13534,61,MALE,INNER_CITY,94938.01,,1,YES,NO,NO,YES,NO
ID13535,19,FEMALE,RURAL,,YES,0,YES,NO,YES,NO,YES
ID13536,48,MALE,RURAL,52115.21,NO,,YES,YES,NO,NO,YES
ID13537,19,FEMALE,RURAL,65320.21,,5,YES,NO,NO,YES,NO
ID13538,19,FEMALE,INNER_CITY,27739.06,YES,,YES,YES,YES,YES,YES
ID13539,58,FEMALE,SUBURBAN,57941.43,YES,,NO,YES,YES,YES,YES
ID13540,31,FEMALE,INNER_CITY,5282.78,NO,,NO,NO,YES,,NO
ID13541,21,MALE,INNER_CITY,47087.24,YES,5,YES,NO,NO,NO,NO
ID13542,27,FEMALE,RURAL,,NO,2,YES,YES,NO,,NO
ID13543,68,MALE,SUBURBAN,44881.58,,0,YES,YES,YES,,YES
ID13544,67,FEMALE,INNER_CITY,,NO,,YES,YES,NO,,YES
ID13545,61,FEMALE,INNER_CITY,42671.81,NO,4,YES,YES,NO,NO,YES
ID13546,68,FEMALE,TOWN,72614.32,YES,1,NO,NO,NO,NO,YES
ID13547,73,FEMALE,RURAL,,,,YES,YES,NO,NO,NO
ID13548,26,MALE,TOWN,17941.8,,,YES,NO,NO,NO,YES
ID13549,73,MALE,TOWN,98704.45,YES,1,NO,NO,YES,,YES
ID13550,24,MALE,RURAL,31375.99,,,NO,YES,NO,NO,NO
ID13551,45,FEMALE,TOWN,92441.56,,0,NO,NO,YES,NO,NO
ID13552,53,MALE,TOWN,53618.96,,,NO,YES,YES,NO,YES
ID13553,28,FEMALE,INNER_CITY,38356.27,,3,NO,NO,YES,,NO
ID13554,25,FEMALE,INNER_CITY,43108.01,NO,0,YES,YES,YES,YES,NO
ID13555,47,FEMALE,TOWN,71120.67,YES,5,NO,YES,YES,YES,NO
ID13556,62,MALE,INNER_CITY,17416.73,,3,NO,NO,YES,NO,NO
ID13557,61,MALE,SUBURBAN,17318.73,YES,0,NO,YES,YES,NO,YES
ID13558,74,FEMALE,SUBURBAN,82218.23,,,NO,YES,YES,,YES
ID13559,42,FEMALE,RURAL,46280.15,,,YES,NO,YES,,YES
ID13560,50,MALE,INNER_CITY,77250.78,YES,1,YES,YES,YES,NO,NO
ID13561,24,FEMALE,INNER_CITY,34671.78,,2,NO,YES,NO,,YES
ID13562,39,MALE,INNER_CITY,,NO,3,YES,NO,YES,,YES
ID13563,55,FEMALE,RURAL,26322.19,NO,4,NO,NO,YES,,NO
ID13564,67,MALE,SUBURBAN,98100.3,NO,1,YES,NO,NO,YES,YES
ID13565,28,MALE,RURAL,46269.31,NO,4,NO,NO,NO,YES,NO
ID13566,32,FEMALE,INNER_CITY,29959.65,NO,4,NO,NO,YES,YES,YES
ID13567,58,FEMALE,TOWN,26271.81,YES,1,YES,NO,YES,YES,NO
ID13568,49,MALE,RURAL,9213.63,YES,2,YES,NO,YES,NO,NO
ID13569,57,MALE,SUBURBAN,23478.72,NO,,NO,YES,NO,,YES
ID13570,42,FEMALE,INNER_CITY,75002.52,,,NO,NO,YES,YES,YES
ID13571,21,FEMALE,INNER_CITY,33255.55,,0,YES,YES,NO,YES,NO
ID13572,34,MALE,RURAL,35063.5,NO,4,NO,YES,YES,YES,YES
ID13573,70,FEMALE,RURAL,17163.02,NO,0,YES,YES,YES,YES,YES
ID13574,51,FEMALE,RURAL,96341.89,,,YES,YES,YES,YES,NO
ID13575,38,MALE,SUBURBAN,67592.51,YES,,YES,NO,NO,YES,NO
ID13576,70,FEMALE,SUBURBAN,15688.64,YES,1,NO,NO,NO,NO,YES
ID13577,73,MALE,INNER_CITY,24595.11,YES,,NO,NO,NO,NO,YES
ID13578,59,FEMALE,TOWN,44736.72,YES,,YES,YES,NO,,NO
ID13579,46,FEMALE,TOWN,16099.5,,2,YES,YES,YES,YES,YES
ID13580,75,MALE,SUBURBAN,63194.14,NO,1,NO,YES,NO,YES,YES
ID13581,64,FEMALE,INNER_CITY,29763.69,YES,1,YES,YES,NO,YES,NO
ID13582,71,MALE,TOWN,65023.55,,,NO,NO,NO,NO,NO
ID13583,35,MALE,TOWN,81702.45,YES,,NO,YES,NO,NO,YES
ID13584,39,FEMALE,TOWN,87651.27,,0,YES,NO,NO,NO,NO
ID13585,75,MALE,SUBURBAN,30957.04,,2,NO,NO,YES,YES,YES
ID13586,44,MALE,INNER_CITY,58229.72,NO,2,YES,YES,YES,NO,YES
ID13587,56,FEMALE,SUBURBAN,,YES,4,NO,YES,NO,,YES
ID13588,18,MALE,SUBURBAN,34776.06,YES,,NO,NO,YES,YES,YES
ID13589,37,FEMALE,INNER_CITY,91001.76,,1,YES,NO,NO,,NO
ID13590,41,MALE,TOWN,16295.73,YES,1,YES,YES,YES,YES,NO
ID13591,58,FEMALE,INNER_CITY,48218.49,NO,0,YES,NO,YES,YES,NO
ID13592,18,FEMALE,SUBURBAN,25021.5,,5,YES,YES,YES,,NO
ID13593,50,FEMALE,TOWN,69647.65,,,YES,YES,NO,YES,NO
ID13594,38,FEMALE,TOWN,28823.67,,3,NO,YES,YES,NO,YES
ID13595,59,MALE,INNER_CITY,29858.53,,4,YES,NO,YES,YES,YES
ID13596,64,FEMALE,TOWN,97434.2,NO,,NO,YES,YES,NO,YES
ID13597,49,MALE,INNER_CITY,,,0,NO,YES,YES,YES,NO
ID13598,51,MALE,TOWN,80259.05,YES,,NO,YES,YES,YES,YES
ID13599,25,FEMALE,RURAL,69524.57,,3,YES,YES,YES,NO,YES
ID13600,62,MALE,TOWN,30146.08,YES,,YES,NO,YES,YES,YES
ID13601,24,FEMALE,INNER_CITY,40667.34,,,NO,NO,YES,NO,YES
ID13602,69,MALE,INNER_CITY,47782.09,,,YES,NO,NO,,NO
ID13603,47,FEMALE,RURAL,80557.34,YES,,NO,NO,NO,NO,NO
ID13604,41,MALE,TOWN,,YES,3,YES,YES,YES,NO,YES
ID13605,27,MALE,RURAL,30281.82,,3,NO,YES,NO,YES,YES
ID13606,48,MALE,TOWN,53645.25,NO,4,YES,NO,NO,NO,NO
ID13607,33,FEMALE,INNER_CITY,14386.57,,0,NO,NO,YES,YES,YES
ID13608,39,MALE,RURAL,,,,YES,YES,NO,NO,NO
ID13609,44,MALE,RURAL,,,5,YES,YES,NO,,NO
ID13610,37,MALE,RURAL,11843.43,,0,YES,YES,NO,NO,NO
ID13611,22,MALE,SUBURBAN,41968.03,,,NO,NO,NO,YES,YES
ID13612,51,MALE,SUBURBAN,26015.37,,1,NO,YES,NO,,NO
ID13613,65,FEMALE,TOWN,48124.77,,2,YES,NO,NO,,NO
ID13614,69,MALE,INNER_CITY,23717.73,NO,4,YES,YES,YES,,YES
ID13615,35,FEMALE,SUBURBAN,71819.28,,1,YES,NO,YES,,NO
ID13616,68,MALE,INNER_CITY,,NO,0,NO,NO,YES,NO,YES
ID13617,34,FEMALE,RURAL,21583.67,,2,YES,NO,NO,YES,NO
ID13618,35,MALE,SUBURBAN,,NO,3,NO,YES,YES,,YES
ID13619,58,MALE,TOWN,68798.58,,,NO,YES,NO,YES,NO
ID13620,33,FEMALE,INNER_CITY,39030.57,NO,0,YES,YES,YES,YES,NO
ID13621,67,MALE,SUBURBAN,81718.39,YES,0,YES,NO,YES,,NO
ID13622,46,FEMALE,TOWN,52957.54,NO,1,NO,NO,NO,NO,NO
ID13623,40,FEMALE,INNER_CITY,73934.13,,1,NO,YES,YES,,NO
ID13624,42,MALE,SUBURBAN,,,1,NO,NO,YES,,YES
ID13625,23,MALE,INNER_CITY,73634.56,,,YES,YES,YES,YES,YES
ID13626,40,MALE,INNER_CITY,24878.2,YES,3,NO,YES,YES,NO,YES
ID13627,61,MALE,RURAL,88407.25,YES,,NO,NO,YES,,NO
ID13628,75,FEMALE,SUBURBAN,53003.59,YES,3,YES,NO,NO,,YES
ID13629,55,FEMALE,RURAL,68185.03,NO,3,NO,NO,YES,YES,NO
ID13630,65,FEMALE,INNER_CITY,,,0,YES,NO,YES,NO,NO
ID13631,59,FEMALE,TOWN,82708.33,,1,YES,NO,NO,YES,YES
ID13632,65,MALE,SUBURBAN,,YES,3,NO,YES,NO,YES,YES
ID13633,46,FEMALE,INNER_CITY,20872.32,YES,0,YES,YES,NO,YES,YES
ID13634,42,MALE,RURAL,13051.07,NO,0,NO,YES,YES,YES,YES
ID13635,53,FEMALE,TOWN,31055.54,,5,NO,YES,NO,YES,YES
ID13636,31,FEMALE,INNER_CITY,55554.67,,2,YES,NO,NO,YES,YES
ID13637,42,FEMALE,TOWN,57095.89,YES,4,YES,YES,YES,NO,NO
ID13638,73,FEMALE,RURAL,53297.92,YES,5,NO,YES,YES,,NO
ID13639,18,MALE,SUBURBAN,27845.16,YES,0,NO,YES,YES,YES,YES
ID13640,65,MALE,SUBURBAN,13094.12,NO,,YES,NO,NO,YES,YES
ID13641,73,MALE,RURAL,55056.82,YES,0,YES,YES,NO,NO,YES
ID13642,64,FEMALE,RURAL,24330.63,,5,YES,NO,YES,,YES
ID13643,28,FEMALE,INNER_CITY,44068.14,NO,1,NO,NO,NO,NO,NO
ID13644,26,MALE,TOWN,11336.4,NO,1,NO,NO,NO,,YES
ID13645,34,FEMALE,RURAL,75499.79,YES,0,NO,NO,NO,,YES
ID13646,23,MALE,INNER_CITY,80825.8,NO,5,NO,YES,NO,,YES
ID13647,51,FEMALE,RURAL,77264.83,,,YES,YES,NO,,YES
ID13648,23,FEMALE,SUBURBAN,55607.92,YES,2,NO,YES,YES,,NO
ID13649,70,MALE,RURAL,,,1,NO,YES,NO,YES,NO
ID13650,47,FEMALE,SUBURBAN,49862.93,NO,2,YES,NO,NO,,NO
ID13651,57,FEMALE,SUBURBAN,,YES,,YES,YES,NO,,NO
ID13652,74,MALE,TOWN,10328.62,NO,2,NO,NO,NO,,YES
ID13653,70,FEMALE,INNER_CITY,34805.21,,2,NO,YES,NO,NO,YES
ID13654,64,FEMALE,RURAL,50742.3,NO,,NO,YES,YES,YES,NO
ID13655,51,FEMALE,RURAL,60481.36,,2,YES,NO,NO,NO,YES
ID13656,49,FEMALE,RURAL,92156.2,NO,5,NO,NO,NO,,NO
ID13657,21,MALE,RURAL,,,,NO,NO,YES,YES,YES
ID13658,56,MALE,TOWN,85659.96,YES,1,YES,YES,YES,YES,YES
ID13659,49,FEMALE,RURAL,79541.73,YES,,YES,YES,YES,,NO
ID13660,70,MALE,RURAL,,,4,NO,NO,YES,YES,YES
ID13661,54,FEMALE,INNER_CITY,36573.28,,,YES,NO,NO,YES,YES
ID13662,33,FEMALE,TOWN,79875.29,YES,0,NO,NO,YES,NO,NO
ID13663,31,MALE,RURAL,83485.58,YES,,NO,YES,NO,,YES
ID13664,52,FEMALE,INNER_CITY,66919.22,NO,1,YES,YES,NO,,NO
ID13665,72,MALE,INNER_CITY,74788.69,,,YES,NO,YES,YES,YES
ID13666,61,FEMALE,RURAL,64411.85,NO,1,NO,YES,YES,,YES
ID13667,34,MALE,INNER_CITY,16342.03,,3,YES,NO,YES,YES,NO
ID13668,33,MALE,RURAL,21613.78,YES,5,NO,NO,NO,NO,YES
ID13669,53,MALE,RURAL,,NO,3,NO,YES,YES,NO,NO
ID13670,22,MALE,RURAL,28594.17,NO,4,NO,NO,NO,,YES
ID13671,38,MALE,RURAL,50647.64,,,NO,NO,NO,YES,YES
ID13672,30,MALE,TOWN,10587.76,NO,4,YES,NO,YES,YES,YES
ID13673,32,FEMALE,INNER_CITY,67459.04,,,YES,NO,YES,NO,YES
ID13674,61,FEMALE,TOWN,11208.19,NO,1,NO,YES,NO,NO,NO
ID13675,47,MALE,INNER_CITY,9248.01,NO,5,YES,NO,YES,NO,NO
ID13676,44,FEMALE,SUBURBAN,64033.92,,,NO,YES,NO,,YES
ID13677,32,MALE,TOWN,9099.24,,3,NO,NO,YES,,NO
ID13678,51,MALE,RURAL,,NO,4,NO,YES,YES,NO,YES
ID13679,28,FEMALE,INNER_CITY,88368.0,NO,0,YES,YES,YES,,YES
ID13680,65,FEMALE,SUBURBAN,18524.4,NO,1,NO,NO,NO,,YES
ID13681,58,MALE,INNER_CITY,33419.87,,,NO,YES,NO,NO,NO
ID13682,19,MALE,TOWN,,NO,4,NO,NO,NO,,NO
ID13683,57,FEMALE,INNER_CITY,,YES,,NO,NO,NO,YES,YES
ID13684,39,MALE,RURAL,49137.93,,2,NO,NO,NO,YES,NO
ID13685,71,MALE,INNER_CITY,16679.71,YES,2,YES,NO,NO,NO,NO
ID13686,69,FEMALE,RURAL,57336.05,,5,NO,NO,YES,NO,NO
ID13687,24,MALE,RURAL,,,1,NO,NO,NO,NO,YES
ID13688,54,MALE,TOWN,16491.35,NO,0,NO,NO,NO,NO,YES
ID13689,26,MALE,SUBURBAN,66363.52,YES,3,YES,YES,NO,NO,YES
ID13690,67,FEMALE,INNER_CITY,,YES,3,NO,YES,NO,YES,YES
ID13691,71,MALE,RURAL,31031.81,NO,0,NO,YES,NO,,NO
ID13692,68,FEMALE,RURAL,58748.24,NO,0,YES,NO,YES,NO,NO
ID13693,70,MALE,RURAL,6018.64,NO,2,NO,NO,YES,NO,NO
ID13694,22,FEMALE,RURAL,,NO,0,NO,YES,YES,YES,YES
ID13695,69,FEMALE,RURAL,52648.76,NO,0,NO,YES,NO,YES,YES
ID13696,54,MALE,RURAL,64018.87,NO,2,YES,YES,YES,,YES
ID13697,27,MALE,RURAL,38356.7,YES,3,NO,YES,YES,YES,YES
ID13698,23,FEMALE,SUBURBAN,58102.75,YES,,NO,YES,YES,YES,YES
ID13699,72,FEMALE,INNER_CITY,23417.16,,,YES,NO,NO,YES,YES
ID13700,31,MALE,SUBURBAN,18862.17,NO,,YES,NO,YES,NO,NO
ID13701,73,MALE,INNER_CITY,8234.68,,1,NO,NO,NO,NO,YES
ID13702,51,MALE,TOWN,15226.29,,,NO,YES,YES,,YES
ID13703,62,MALE,SUBURBAN,33147.26,YES,5,YES,YES,YES,,NO
ID13704,69,MALE,RURAL,62630.72,YES,3,NO,NO,YES,NO,NO
ID13705,53,MALE,RURAL,,YES,,YES,NO,NO,YES,NO
ID13706,42,MALE,RURAL,73786.13,YES,2,NO,NO,YES,,NO
ID13707,49,MALE,TOWN,,YES,1,YES,YES,NO,,NO
ID13708,68,MALE,RURAL,94994.21,,2,NO,NO,NO,YES,YES
ID13709,51,FEMALE,INNER_CITY,6590.09,YES,,NO,YES,NO,YES,YES
ID13710,53,MALE,INNER_CITY,76564.64,NO,,YES,NO,YES,,YES
ID13711,60,MALE,TOWN,96918.08,,,YES,YES,YES,NO,YES
ID13712,72,FEMALE,SUBURBAN,69977.27,NO,0,NO,YES,YES,NO,YES
ID13713,32,FEMALE,RURAL,95573.72,NO,2,NO,YES,YES,NO,NO
ID13714,52,FEMALE,RURAL,51698.06,,0,NO,YES,NO,,YES
ID13715,72,FEMALE,INNER_CITY,11056.86,YES,,NO,NO,NO,NO,YES
ID13716,60,FEMALE,TOWN,,NO,1,NO,YES,NO,YES,NO
ID13717,43,FEMALE,INNER_CITY,31751.65,YES,,NO,YES,YES,YES,YES
ID13718,71,MALE,SUBURBAN,14513.37,,1,YES,YES,NO,,YES
ID13719,71,FEMALE,SUBURBAN,57679.07,NO,1,NO,NO,YES,YES,YES
ID13720,69,FEMALE,INNER_CITY,35047.31,NO,,NO,NO,NO,YES,NO
ID13721,37,FEMALE,SUBURBAN,88177.16,NO,,YES,NO,YES,,YES
ID13722,43,FEMALE,RURAL,68843.96,YES,,NO,NO,NO,YES,YES
ID13723,60,FEMALE,INNER_CITY,40109.71,,,NO,NO,NO,,NO
ID13724,30,MALE,SUBURBAN,32611.95,NO,,YES,YES,NO,NO,YES
ID13725,47,MALE,RURAL,77008.65,,2,YES,YES,YES,,NO
ID13726,19,MALE,SUBURBAN,9739.07,,,NO,YES,NO,,YES
ID13727,18,FEMALE,SUBURBAN,94792.58,,1,NO,YES,NO,,YES
ID13728,62,MALE,TOWN,,YES,,YES,YES,YES,,YES
ID13729,26,MALE,INNER_CITY,95354.11,NO,,NO,YES,NO,YES,NO
ID13730,55,FEMALE,SUBURBAN,7906.95,NO,2,YES,YES,YES,,YES
ID13731,42,FEMALE,SUBURBAN,62450.58,,3,NO,YES,YES,YES,YES
ID13732,58,MALE,INNER_CITY,7538.15,YES,,NO,YES,NO,YES,NO
ID13733,37,MALE,INNER_CITY,36278.49,YES,,YES,NO,NO,YES,YES
ID13734,49,MALE,INNER_CITY,75159.97,,,YES,NO,YES,NO,YES
ID13735,38,MALE,SUBURBAN,23075.13,NO,2,NO,YES,YES,YES,YES
ID13736,38,FEMALE,SUBURBAN,24586.2,NO,,YES,NO,NO,YES,NO
ID13737,61,MALE,TOWN,75227.71,YES,1,YES,YES,YES,,YES
ID13738,73,FEMALE,TOWN,,NO,1,NO,YES,YES,NO,YES
ID13739,62,MALE,INNER_CITY,39981.85,YES,5,NO,NO,YES,NO,YES
ID13740,32,MALE,SUBURBAN,,NO,0,YES,NO,NO,NO,YES
ID13741,20,FEMALE,RURAL,12239.54,NO,,NO,YES,NO,NO,NO
ID13742,37,MALE,TOWN,,,5,NO,YES,YES,NO,NO
ID13743,40,MALE,SUBURBAN,68107.06,YES,4,NO,NO,YES,YES,NO
ID13744,44,MALE,SUBURBAN,81046.74,YES,4,YES,NO,YES,NO,NO
ID13745,48,FEMALE,RURAL,,NO,0,NO,NO,NO,NO,YES
ID13746,46,MALE,INNER_CITY,71748.74,YES,2,YES,NO,NO,YES,NO
ID13747,43,MALE,INNER_CITY,82106.55,NO,0,NO,YES,YES,NO,YES
ID13748,51,MALE,RURAL,47100.98,NO,3,NO,YES,NO,NO,NO
ID13749,18,FEMALE,SUBURBAN,83696.96,NO,3,NO,YES,NO,YES,YES
ID13750,36,MALE,RURAL,22053.2,,,NO,YES,YES,NO,NO
ID13751,20,FEMALE,TOWN,18379.14,NO,5,YES,YES,NO,NO,YES
ID13752,63,FEMALE,TOWN,7434.32,NO,2,NO,YES,YES,,YES
ID13753,65,FEMALE,TOWN,,,5,YES,YES,YES,YES,NO
ID13754,50,MALE,RURAL,54698.91,YES,1,YES,NO,NO,NO,YES
ID13755,32,FEMALE,RURAL,20493.99,YES,0,YES,YES,NO,,NO
ID13756,46,MALE,INNER_CITY,97228.91,NO,,NO,YES,YES,,YES
ID13757,63,MALE,TOWN,,NO,1,YES,NO,NO,,YES
ID13758,48,FEMALE,TOWN,57753.05,NO,2,NO,NO,NO,YES,NO
ID13759,49,FEMALE,SUBURBAN,10472.47,,0,YES,YES,YES,YES,YES
ID13760,60,FEMALE,SUBURBAN,66470.41,NO,3,YES,YES,YES,,YES
ID13761,70,FEMALE,SUBURBAN,68545.87,,1,YES,YES,YES,NO,NO
ID13762,53,MALE,TOWN,80725.17,,,NO,NO,YES,,NO
ID13763,37,FEMALE,TOWN,7439.25,,3,NO,YES,YES,NO,NO
ID13764,42,FEMALE,RURAL,32710.56,NO,4,YES,YES,YES,,NO
ID13765,62,FEMALE,INNER_CITY,89713.1,YES,5,NO,YES,YES,,NO
ID13766,43,MALE,INNER_CITY,,NO,2,NO,NO,YES,YES,NO
ID13767,19,MALE,RURAL,99241.64,,,YES,YES,NO,NO,YES
ID13768,68,FEMALE,SUBURBAN,47288.82,NO,0,YES,YES,YES,YES,NO
ID13769,34,FEMALE,RURAL,30147.17,,3,NO,NO,NO,YES,NO
ID13770,69,MALE,TOWN,71280.65,,,NO,YES,NO,,NO
ID13771,50,FEMALE,RURAL,72554.89,NO,2,NO,YES,NO,NO,NO
ID13772,35,FEMALE,INNER_CITY,6914.6,,1,NO,YES,YES,NO,NO
ID13773,61,MALE,RURAL,48142.09,,1,YES,YES,NO,YES,NO
ID13774,29,MALE,RURAL,,YES,0,YES,YES,YES,,YES
ID13775,52,FEMALE,SUBURBAN,,NO,3,YES,NO,NO,,NO
ID13776,37,MALE,INNER_CITY,27931.22,,,NO,YES,NO,NO,YES
ID13777,25,FEMALE,SUBURBAN,44445.64,,2,YES,NO,NO,NO,YES
ID13778,50,MALE,RURAL,76943.86,NO,0,NO,YES,NO,YES,YES
ID13779,36,MALE,RURAL,10527.3,,,YES,YES,NO,NO,NO
ID13780,37,MALE,SUBURBAN,56302.24,YES,2,NO,NO,YES,,YES
ID13781,52,MALE,INNER_CITY,,YES,3,YES,NO,NO,YES,NO
ID13782,48,FEMALE,RURAL,66886.52,,,YES,NO,YES,NO,NO
ID13783,75,MALE,TOWN,,,,YES,NO,YES,,YES
ID13784,52,MALE,SUBURBAN,,,4,NO,YES,YES,NO,NO
ID13785,33,MALE,TOWN,61658.39,NO,2,YES,NO,NO,YES,NO
ID13786,57,MALE,RURAL,,NO,,NO,YES,YES,,YES
ID13787,46,MALE,RURAL,9333.3,YES,,NO,YES,YES,YES,YES
ID13788,55,FEMALE,SUBURBAN,,YES,3,NO,YES,NO,,NO
ID13789,51,MALE,SUBURBAN,94831.15,,1,YES,YES,NO,YES,NO
ID13790,45,FEMALE,SUBURBAN,10499.21,,5,NO,NO,NO,,NO
ID13791,26,MALE,INNER_CITY,10957.95,YES,,NO,NO,YES,YES,NO
ID13792,21,FEMALE,SUBURBAN,72745.71,,1,YES,NO,YES,NO,YES
ID13793,46,FEMALE,TOWN,35637.43,,2,NO,NO,YES,NO,YES
ID13794,67,MALE,TOWN,,YES,2,YES,NO,YES,YES,NO
ID13795,43,MALE,SUBURBAN,76740.28,NO,2,NO,NO,YES,YES,YES
ID13796,41,MALE,RURAL,81685.71,YES,,NO,NO,NO,,YES
ID13797,33,MALE,TOWN,,NO,0,YES,NO,NO,,NO
ID13798,42,FEMALE,SUBURBAN,29157.13,,1,YES,NO,YES,NO,YES
ID13799,41,MALE,INNER_CITY,40700.2,YES,4,YES,NO,YES,YES,YES
ID13800,66,FEMALE,RURAL,,,3,YES,YES,NO,NO,NO
ID13801,67,MALE,SUBURBAN,,,,YES,NO,YES,NO,NO
ID13802,54,FEMALE,RURAL,21664.29,YES,1,YES,NO,NO,YES,NO
ID13803,56,MALE,SUBURBAN,,YES,4,NO,YES,YES,NO,NO
ID13804,20,MALE,TOWN,60656.18,NO,,YES,YES,NO,NO,NO
ID13805,40,FEMALE,TOWN,33366.96,NO,1,YES,YES,NO,,NO
ID13806,50,MALE,TOWN,19376.5,,5,NO,YES,NO,NO,NO
ID13807,19,FEMALE,RURAL,78357.68,NO,3,NO,YES,NO,NO,YES
ID13808,69,MALE,SUBURBAN,12366.06,,0,NO,YES,YES,,YES
ID13809,59,MALE,INNER_CITY,26510.53,YES,,NO,YES,YES,NO,NO
ID13810,53,MALE,SUBURBAN,7421.78,NO,5,NO,YES,YES,,YES
ID13811,54,MALE,INNER_CITY,30343.06,,3,YES,NO,YES,NO,YES
ID13812,38,MALE,TOWN,62825.83,YES,0,YES,NO,YES,YES,NO
ID13813,43,FEMALE,RURAL,72548.21,NO,2,NO,NO,YES,,NO
ID13814,23,FEMALE,SUBURBAN,93350.97,YES,3,YES,NO,NO,NO,NO
ID13815,33,FEMALE,SUBURBAN,73468.57,NO,2,NO,NO,NO,NO,YES
ID13816,33,MALE,RURAL,75914.89,NO,,YES,NO,NO,YES,NO
ID13817,33,MALE,TOWN,38504.02,YES,,NO,YES,YES,,NO
ID13818,47,MALE,SUBURBAN,61420.67,NO,5,NO,NO,NO,,YES
ID13819,36,MALE,RURAL,49697.51,,4,YES,NO,YES,YES,YES
ID13820,56,FEMALE,TOWN,62628.45,,5,NO,NO,NO,,NO
ID13821,46,FEMALE,TOWN,15337.58,,,NO,YES,YES,YES,NO
ID13822,28,MALE,RURAL,,,0,NO,YES,NO,,NO
ID13823,69,FEMALE,SUBURBAN,6188.92,,4,YES,NO,YES,YES,YES
ID13824,43,FEMALE,SUBURBAN,,NO,4,NO,YES,YES,YES,YES
ID13825,57,FEMALE,SUBURBAN,94881.52,,5,NO,NO,NO,YES,NO
ID13826,62,FEMALE,SUBURBAN,99780.15,NO,5,NO,YES,YES,,YES
ID13827,30,MALE,SUBURBAN,38143.25,YES,0,NO,YES,YES,YES,NO
ID13828,51,FEMALE,SUBURBAN,,NO,0,YES,YES,NO,NO,YES
ID13829,65,MALE,RURAL,,,3,YES,YES,YES,YES,YES
ID13830,22,FEMALE,SUBURBAN,,NO,,NO,NO,YES,,NO
ID13831,31,FEMALE,SUBURBAN,80470.67,YES,2,NO,YES,YES,YES,NO
ID13832,18,FEMALE,RURAL,9983.0,YES,,NO,NO,NO,NO,YES
ID13833,32,MALE,RURAL,39971.82,NO,3,NO,NO,NO,,YES
ID13834,60,MALE,RURAL,38214.27,,5,YES,YES,NO,NO,YES
ID13835,64,MALE,SUBURBAN,63758.45,NO,5,NO,YES,NO,NO,YES
ID13836,27,FEMALE,SUBURBAN,80324.04,YES,2,NO,NO,YES,,NO
ID13837,32,FEMALE,RURAL,86502.63,NO,,NO,NO,YES,YES,NO
ID13838,47,MALE,INNER_CITY,69786.59,YES,,NO,NO,YES,YES,NO
