_id,age,sex,region,income,married,children,car,save_act,current_act,mortgage,pep
ID13565,20,MALE,SUBURBAN,56779.13,,3,NO,NO,YES,YES,YES
ID13566,62,MALE,TOWN,32870.41,YES,,YES,YES,NO,YES,YES
ID13567,61,FEMALE,INNER_CITY,37762.73,,1,YES,YES,NO,YES,NO
ID13568,22,FEMALE,INNER_CITY,86408.08,YES,4,NO,YES,NO,NO,NO
ID13569,45,MALE,SUBURBAN,18299.56,,0,YES,NO,YES,,NO
ID13570,65,MALE,INNER_CITY,69897.79,YES,4,NO,NO,YES,NO,YES
ID13571,71,FEMALE,SUBURBAN,78808.92,YES,4,NO,NO,YES,NO,YES
ID13572,57,FEMALE,SUBURBAN,39427.23,NO,2,YES,YES,NO,YES,NO
ID13573,29,FEMALE,SUBURBAN,,NO,3,NO,NO,NO,YES,NO
ID13574,67,FEMALE,INNER_CITY,72264.76,YES,2,NO,NO,YES,NO,YES
ID13575,27,FEMALE,INNER_CITY,61172.65,NO,5,NO,YES,YES,NO,NO
ID13576,64,FEMALE,RURAL,91798.03,NO,0,YES,NO,YES,NO,NO
ID13577,68,MALE,INNER_CITY,81066.98,YES,,YES,NO,NO,NO,YES
ID13578,73,MALE,SUBURBAN,47241.56,NO,1,YES,NO,YES,YES,NO
ID13579,27,FEMALE,INNER_CITY,33157.36,YES,0,YES,YES,NO,YES,NO
ID13580,69,MALE,INNER_CITY,33423.79,NO,5,NO,NO,YES,NO,YES
ID13581,29,MALE,INNER_CITY,92520.69,NO,0,YES,NO,NO,NO,YES
ID13582,31,FEMALE,SUBURBAN,77577.42,,0,NO,YES,NO,,YES
ID13583,35,FEMALE,SUBURBAN,73587.25,YES,0,YES,NO,YES,,YES
ID13584,69,FEMALE,INNER_CITY,66447.52,,3,YES,NO,NO,NO,NO
ID13585,66,FEMALE,INNER_CITY,11653.9,NO,,YES,YES,YES,,YES
ID13586,33,FEMALE,RURAL,74070.6,YES,0,NO,YES,NO,,NO
ID13587,37,MALE,TOWN,72809.62,YES,,NO,NO,NO,YES,YES
ID13588,50,MALE,INNER_CITY,90957.12,NO,,NO,YES,YES,,NO
ID13589,55,FEMALE,RURAL,99291.29,NO,0,YES,YES,YES,,NO
ID13590,56,FEMALE,TOWN,53420.11,,,YES,YES,NO,NO,NO
ID13591,20,FEMALE,SUBURBAN,41765.22,,,NO,YES,NO,,NO
ID13592,63,MALE,SUBURBAN,48380.51,YES,,NO,NO,NO,,YES
ID13593,58,MALE,INNER_CITY,21623.71,,0,YES,YES,NO,,NO
ID13594,38,MALE,SUBURBAN,,NO,2,YES,YES,NO,YES,YES
ID13595,40,FEMALE,TOWN,47501.99,YES,,YES,NO,YES,NO,YES
ID13596,33,FEMALE,RURAL,45610.98,YES,4,YES,YES,YES,,NO
ID13597,32,FEMALE,SUBURBAN,42594.94,,0,NO,YES,NO,NO,YES
ID13598,26,FEMALE,TOWN,59877.54,YES,0,YES,NO,NO,,YES
ID13599,31,MALE,RURAL,77285.58,,2,YES,YES,NO,NO,YES
ID13600,60,FEMALE,INNER_CITY,28251.3,NO,,YES,YES,NO,,NO
ID13601,36,MALE,INNER_CITY,41701.41,,4,NO,YES,NO,,YES
ID13602,40,MALE,RURAL,,,0,YES,YES,NO,YES,YES
ID13603,19,FEMALE,RURAL,25385.33,NO,4,NO,YES,NO,,YES
ID13604,28,MALE,RURAL,45079.24,YES,,YES,YES,NO,NO,NO
ID13605,43,MALE,TOWN,66459.74,YES,0,NO,NO,NO,,YES
ID13606,36,MALE,RURAL,5236.92,,,NO,NO,NO,,NO
ID13607,41,MALE,RURAL,,,2,YES,YES,YES,YES,NO
ID13608,30,MALE,SUBURBAN,15345.99,NO,,NO,YES,YES,,NO
ID13609,40,FEMALE,INNER_CITY,52027.77,,,NO,NO,NO,,NO
ID13610,50,MALE,INNER_CITY,96342.75,NO,5,NO,YES,YES,YES,NO
ID13611,22,FEMALE,SUBURBAN,70224.06,NO,,NO,NO,YES,NO,NO
ID13612,23,FEMALE,RURAL,59241.47,YES,,NO,YES,YES,,NO
ID13613,41,FEMALE,INNER_CITY,16557.51,YES,,YES,YES,NO,,YES
ID13614,58,MALE,TOWN,7294.91,NO,,YES,YES,NO,NO,NO
ID13615,48,MALE,TOWN,,NO,,YES,NO,YES,YES,YES
ID13616,49,MALE,INNER_CITY,,NO,,YES,NO,NO,YES,YES
ID13617,52,MALE,SUBURBAN,68647.7,NO,,YES,NO,NO,,NO
ID13618,49,MALE,RURAL,83829.04,,,YES,YES,YES,YES,YES
ID13619,71,MALE,SUBURBAN,,,5,YES,YES,YES,NO,NO
ID13620,40,FEMALE,TOWN,96152.31,NO,5,YES,NO,NO,NO,NO
ID13621,74,MALE,RURAL,,,,NO,NO,NO,NO,NO
ID13622,29,MALE,RURAL,,,5,NO,YES,NO,NO,NO
ID13623,51,MALE,TOWN,,YES,,NO,NO,NO,,YES
ID13624,66,MALE,TOWN,94884.57,YES,1,NO,NO,YES,YES,YES
ID13625,35,FEMALE,TOWN,60403.67,NO,3,YES,NO,YES,YES,YES
ID13626,61,FEMALE,TOWN,29641.36,,5,NO,YES,YES,YES,NO
ID13627,37,MALE,INNER_CITY,42099.93,YES,1,YES,NO,NO,YES,NO
ID13628,62,MALE,TOWN,14898.1,YES,5,NO,YES,NO,YES,YES
ID13629,45,FEMALE,TOWN,85802.29,,,NO,NO,NO,YES,YES
ID13630,56,MALE,RURAL,,YES,,YES,YES,YES,YES,YES
ID13631,33,FEMALE,INNER_CITY,66230.07,NO,4,NO,YES,NO,,NO
ID13632,49,MALE,SUBURBAN,15043.5,YES,5,NO,YES,YES,,YES
ID13633,51,MALE,TOWN,36898.36,YES,2,YES,NO,NO,YES,NO
ID13634,31,FEMALE,INNER_CITY,39177.91,,4,NO,NO,NO,,YES
ID13635,29,FEMALE,INNER_CITY,7997.98,,4,YES,YES,NO,NO,YES
ID13636,35,MALE,INNER_CITY,,,,NO,NO,YES,YES,YES
ID13637,73,MALE,TOWN,56203.02,NO,,YES,NO,YES,YES,NO
ID13638,23,FEMALE,TOWN,43204.13,NO,2,YES,NO,NO,YES,NO
ID13639,37,FEMALE,SUBURBAN,81340.05,,4,YES,NO,NO,NO,YES
ID13640,28,FEMALE,INNER_CITY,71757.32,YES,,NO,NO,YES,,YES
ID13641,34,MALE,INNER_CITY,18835.11,NO,4,YES,YES,NO,,YES
ID13642,50,MALE,TOWN,8890.32,NO,0,YES,NO,NO,YES,NO
ID13643,61,FEMALE,TOWN,26030.86,,4,NO,NO,NO,YES,NO
ID13644,40,FEMALE,SUBURBAN,93537.26,YES,3,NO,YES,NO,,YES
ID13645,57,FEMALE,RURAL,73693.91,,,NO,YES,YES,,NO
ID13646,71,MALE,TOWN,,NO,0,NO,YES,NO,NO,YES
ID13647,18,MALE,TOWN,89150.13,NO,,YES,YES,NO,,YES
ID13648,29,FEMALE,SUBURBAN,49560.89,NO,3,NO,YES,NO,,NO
ID13649,37,MALE,TOWN,87841.48,NO,5,YES,YES,YES,,YES
ID13650,26,MALE,SUBURBAN,56983.21,YES,5,YES,YES,NO,NO,NO
ID13651,24,MALE,RURAL,15888.29,NO,1,YES,YES,NO,YES,NO
ID13652,40,FEMALE,INNER_CITY,47070.64,YES,,NO,NO,NO,YES,NO
ID13653,36,MALE,SUBURBAN,98907.73,NO,4,YES,NO,NO,,YES
ID13654,28,MALE,INNER_CITY,77053.96,YES,5,YES,NO,NO,,YES
ID13655,25,MALE,INNER_CITY,,NO,,YES,YES,NO,,YES
ID13656,38,FEMALE,TOWN,40677.3,YES,,YES,NO,NO,,YES
ID13657,35,FEMALE,INNER_CITY,63133.3,NO,,YES,NO,NO,,NO
ID13658,41,MALE,INNER_CITY,21766.68,YES,,YES,NO,NO,YES,NO
ID13659,51,FEMALE,SUBURBAN,97644.13,,1,NO,YES,YES,,YES
ID13660,66,FEMALE,SUBURBAN,,YES,3,YES,YES,YES,,YES
ID13661,58,FEMALE,SUBURBAN,59947.72,NO,,YES,NO,NO,,YES
ID13662,75,MALE,INNER_CITY,,NO,,YES,NO,YES,NO,NO
ID13663,34,MALE,INNER_CITY,27953.88,YES,0,YES,NO,YES,NO,YES
ID13664,35,FEMALE,SUBURBAN,90542.13,NO,,NO,NO,NO,YES,YES
ID13665,22,MALE,RURAL,58972.54,NO,2,NO,NO,NO,NO,YES
ID13666,72,FEMALE,TOWN,27840.74,,5,YES,NO,NO,YES,NO
ID13667,25,MALE,INNER_CITY,,YES,4,YES,YES,NO,,YES
ID13668,34,MALE,INNER_CITY,58160.59,YES,,NO,NO,YES,,NO
ID13669,72,FEMALE,RURAL,66939.34,,,YES,YES,NO,,NO
ID13670,75,MALE,RURAL,98309.78,,,NO,YES,NO,,NO
ID13671,37,FEMALE,RURAL,76008.82,NO,0,NO,YES,YES,NO,YES
ID13672,69,MALE,TOWN,52462.45,YES,0,NO,YES,YES,,NO
ID13673,48,MALE,INNER_CITY,92555.74,YES,1,NO,YES,NO,,YES
ID13674,22,FEMALE,SUBURBAN,89525.45,YES,5,NO,NO,YES,NO,YES
ID13675,64,MALE,SUBURBAN,,YES,3,YES,YES,NO,,NO
ID13676,26,MALE,SUBURBAN,75853.09,NO,2,YES,NO,YES,NO,NO
ID13677,41,MALE,INNER_CITY,96333.94,,,YES,YES,YES,,NO
ID13678,25,FEMALE,INNER_CITY,,,,NO,YES,NO,,NO
ID13679,70,MALE,INNER_CITY,46248.9,YES,1,NO,YES,YES,NO,YES
ID13680,38,MALE,TOWN,89197.12,NO,3,NO,YES,YES,YES,NO
ID13681,51,FEMALE,SUBURBAN,21450.75,,0,NO,YES,YES,YES,NO
ID13682,18,MALE,TOWN,83253.32,,2,NO,NO,NO,YES,NO
ID13683,69,MALE,RURAL,99775.48,YES,2,YES,NO,YES,,YES
ID13684,72,MALE,TOWN,65053.92,NO,,YES,YES,NO,,NO
ID13685,32,MALE,TOWN,36620.81,NO,4,YES,YES,YES,NO,YES
ID13686,62,MALE,TOWN,33322.34,,3,YES,NO,NO,NO,YES
ID13687,53,FEMALE,INNER_CITY,46040.35,NO,,YES,NO,YES,YES,YES
ID13688,49,MALE,INNER_CITY,36209.73,NO,,YES,NO,YES,YES,YES
ID13689,30,FEMALE,TOWN,57767.03,,,NO,YES,YES,NO,YES
ID13690,30,MALE,SUBURBAN,68254.59,YES,1,NO,NO,NO,NO,NO
ID13691,34,MALE,RURAL,9187.03,YES,4,NO,NO,YES,NO,YES
ID13692,27,FEMALE,SUBURBAN,,,,NO,YES,YES,NO,NO
ID13693,48,MALE,SUBURBAN,48266.57,NO,0,YES,NO,YES,YES,NO
ID13694,35,FEMALE,INNER_CITY,,YES,,NO,NO,NO,YES,NO
ID13695,38,FEMALE,INNER_CITY,,,,NO,NO,YES,YES,YES
ID13696,48,MALE,TOWN,7580.06,YES,0,YES,YES,YES,YES,YES
ID13697,42,FEMALE,INNER_CITY,,,4,YES,NO,YES,YES,NO
ID13698,60,MALE,RURAL,72684.66,YES,2,YES,YES,NO,,NO
ID13699,66,FEMALE,SUBURBAN,48804.74,NO,0,YES,YES,NO,,NO
