customer_id,Date,Description,Deposits,Withdrawls,Balance
ID13506,02-Apr-2026,Direct Deposit,"3,987.63",0.00,"38,309.44"
ID13506,22-Jan-2026,Reversal,"1,570.93",0.00,"9,330.50"
ID13506,18-Feb-2026,Payment,"1,331.94",0.00,"5,704.72"
ID13506,14-Feb-2026,Reversal,0.00,210.14,"23,396.45"
ID13506,12-Jan-2026,Debit Card,0.00,715.30,"24,117.11"
ID13506,06-Feb-2026,Payment,"1,930.24",0.00,"44,084.29"
ID13506,24-Feb-2026,Debit Card,0.00,601.83,"50,909.19"
ID13506,08-Feb-2026,Interest,315.29,0.00,"33,256.81"
ID13506,04-Mar-2026,Payment,426.59,0.00,"3,187.84"
ID13506,02-Apr-2026,Transfer,0.00,"1,083.58","64,700.10"
ID13506,29-Mar-2026,ATM Withdrawal,0.00,36.91,"1,428.26"
ID13506,12-Jan-2026,Charge,0.00,45.91,"98,946.34"
ID13506,15-Feb-2026,Interest,493.33,0.00,"94,455.24"
ID13507,14-Jan-2026,ATM Withdrawal,0.00,394.43,"26,285.34"
ID13507,05-Feb-2026,Charge,0.00,668.39,"73,035.78"
ID13507,04-Feb-2026,Direct Deposit,"4,423.58",0.00,"28,417.53"
ID13507,13-Jan-2026,Debit Card,0.00,229.23,"27,744.64"
ID13507,03-Mar-2026,Payment,0.00,792.06,"49,808.87"
ID13507,06-Jan-2026,Payment,0.00,929.99,"50,437.44"
ID13507,22-Jan-2026,Interest,338.07,0.00,"91,845.09"
ID13507,07-Jan-2026,ATM Withdrawal,0.00,212.30,"99,831.58"
ID13507,27-Jan-2026,Debit Card,0.00,34.66,"23,049.76"
ID13507,23-Feb-2026,Transfer,0.00,365.79,"24,497.99"
ID13507,12-Mar-2026,Payment,853.10,0.00,"94,497.71"
ID13507,16-Mar-2026,Direct Deposit,"1,519.52",0.00,"91,135.14"
ID13507,11-Feb-2026,Direct Deposit,"2,545.48",0.00,"27,879.38"
ID13507,14-Jan-2026,Reversal,0.00,496.02,"8,876.46"
ID13507,23-Feb-2026,ATM Withdrawal,0.00,482.81,"57,285.25"
ID13507,05-Jan-2026,Charge,0.00,851.35,"27,100.11"
ID13507,28-Mar-2026,Interest,330.11,0.00,"14,715.93"
ID13507,23-Feb-2026,Charge,0.00,501.49,"88,183.77"
ID13507,03-Feb-2026,Interest,193.34,0.00,"41,287.24"
ID13507,23-Mar-2026,Debit Card,0.00,741.87,"33,797.81"
ID13508,14-Mar-2026,Reversal,"1,630.92",0.00,"82,612.97"
ID13508,02-Mar-2026,Interest,126.85,0.00,"89,820.55"
ID13508,27-Feb-2026,Reversal,561.11,0.00,"75,149.02"
ID13508,09-Mar-2026,Transfer,0.00,210.63,"94,789.05"
ID13508,30-Jan-2026,Interest,282.92,0.00,"71,493.61"
ID13508,07-Mar-2026,Charge,0.00,18.89,"62,216.49"
ID13508,07-Feb-2026,Interest,145.69,0.00,"29,360.26"
ID13508,17-Mar-2026,Charge,0.00,456.17,"58,553.03"
ID13508,30-Mar-2026,ATM Withdrawal,0.00,152.11,"27,283.00"
ID13508,08-Feb-2026,ATM Withdrawal,0.00,838.38,"31,858.85"
ID13508,26-Jan-2026,Direct Deposit,"3,258.41",0.00,"39,066.62"
ID13508,22-Feb-2026,Debit Card,0.00,77.50,"86,166.90"
ID13508,25-Feb-2026,Transfer,"1,537.72",0.00,"95,608.83"
ID13508,09-Jan-2026,Interest,287.01,0.00,"72,008.35"
ID13508,11-Jan-2026,Interest,139.38,0.00,"39,038.71"
ID13508,17-Feb-2026,Payment,106.41,0.00,"73,384.13"
ID13508,02-Apr-2026,ATM Withdrawal,0.00,972.80,"29,070.73"
ID13508,03-Feb-2026,Direct Deposit,"2,753.40",0.00,"72,165.28"
ID13508,15-Jan-2026,Debit Card,0.00,923.31,"24,470.40"
ID13508,15-Jan-2026,ATM Withdrawal,0.00,931.84,"17,156.61"
ID13509,27-Jan-2026,Transfer,781.38,0.00,"53,901.52"
ID13509,10-Jan-2026,Debit Card,0.00,25.51,"36,675.64"
ID13509,12-Jan-2026,Transfer,0.00,121.82,"57,363.80"
ID13509,20-Mar-2026,Direct Deposit,"1,179.67",0.00,"68,780.57"
ID13509,29-Mar-2026,Charge,0.00,707.18,"86,133.09"
ID13509,24-Jan-2026,Direct Deposit,"3,295.41",0.00,"37,620.37"
ID13509,16-Mar-2026,Transfer,0.00,838.96,"18,714.88"
ID13509,19-Feb-2026,Transfer,"1,414.44",0.00,"94,579.28"
ID13509,24-Jan-2026,ATM Withdrawal,0.00,475.84,"38,176.00"
ID13509,14-Mar-2026,Payment,"1,275.39",0.00,"86,434.61"
ID13509,20-Mar-2026,Charge,0.00,131.97,"70,426.72"
ID13509,29-Mar-2026,Interest,268.34,0.00,"39,817.68"
ID13509,08-Mar-2026,Transfer,0.00,"1,350.57","65,146.83"
ID13509,05-Mar-2026,Payment,930.19,0.00,"83,346.74"
ID13509,08-Mar-2026,ATM Withdrawal,0.00,537.32,"57,516.92"
ID13509,31-Jan-2026,Interest,496.95,0.00,"26,677.69"
ID13509,27-Feb-2026,Reversal,0.00,349.64,"11,773.89"
ID13509,18-Feb-2026,Charge,0.00,762.62,"28,405.60"
ID13509,21-Feb-2026,Charge,0.00,544.28,"11,526.24"
ID13509,31-Mar-2026,Transfer,678.16,0.00,"63,649.05"
ID13510,17-Jan-2026,Debit Card,0.00,665.07,"59,321.64"
ID13510,07-Feb-2026,Charge,0.00,758.52,"12,835.23"
ID13510,01-Apr-2026,Charge,0.00,622.54,"32,906.72"
ID13510,27-Mar-2026,Transfer,0.00,266.71,"40,114.57"
ID13510,23-Mar-2026,Debit Card,0.00,852.22,"3,612.85"
ID13510,21-Feb-2026,Direct Deposit,"2,280.58",0.00,"87,946.81"
ID13510,10-Mar-2026,Debit Card,0.00,346.62,"5,253.20"
ID13510,25-Mar-2026,Direct Deposit,"4,506.11",0.00,"29,327.55"
ID13510,14-Jan-2026,Debit Card,0.00,74.22,"93,519.71"
ID13510,01-Mar-2026,Reversal,"1,797.23",0.00,"50,922.58"
ID13510,26-Mar-2026,Debit Card,0.00,633.11,"48,148.72"
ID13510,11-Jan-2026,Payment,116.93,0.00,"13,121.89"
ID13510,25-Mar-2026,ATM Withdrawal,0.00,760.10,"37,446.48"
ID13510,12-Feb-2026,Transfer,685.88,0.00,"14,190.41"
ID13510,06-Feb-2026,Transfer,0.00,729.46,"95,686.62"
ID13510,16-Jan-2026,Reversal,0.00,"1,186.81","70,722.73"
ID13510,11-Mar-2026,Interest,469.83,0.00,"85,537.95"
ID13510,10-Mar-2026,Direct Deposit,"4,530.42",0.00,"83,779.30"
ID13510,21-Jan-2026,Reversal,0.00,"1,303.60","71,217.51"
ID13510,11-Jan-2026,ATM Withdrawal,0.00,612.52,"43,840.40"
ID13511,31-Mar-2026,Transfer,0.00,"1,254.20","12,585.84"
ID13511,19-Mar-2026,Reversal,0.00,"1,426.62","34,598.67"
ID13511,13-Jan-2026,ATM Withdrawal,0.00,730.68,"55,525.84"
ID13511,24-Mar-2026,Charge,0.00,354.28,"95,725.79"
ID13511,02-Feb-2026,ATM Withdrawal,0.00,759.45,"11,940.62"
ID13511,24-Feb-2026,Reversal,0.00,"1,244.03","71,377.19"
ID13511,26-Feb-2026,Direct Deposit,"2,753.02",0.00,"28,621.67"
ID13511,11-Mar-2026,Charge,0.00,467.42,"67,926.16"
ID13511,16-Feb-2026,Reversal,"1,932.63",0.00,"3,942.41"
ID13511,28-Mar-2026,Direct Deposit,"2,476.91",0.00,"73,768.10"
ID13511,04-Jan-2026,Payment,"1,273.30",0.00,"89,724.57"
ID13511,24-Jan-2026,Charge,0.00,384.65,"26,022.59"
ID13511,16-Mar-2026,Charge,0.00,367.25,"69,479.97"
ID13511,02-Mar-2026,Payment,0.00,"1,206.08","77,587.52"
ID13511,11-Feb-2026,Direct Deposit,"2,462.48",0.00,"53,677.79"
ID13511,10-Feb-2026,Direct Deposit,"1,553.46",0.00,"73,888.94"
ID13511,04-Mar-2026,ATM Withdrawal,0.00,544.43,"40,754.04"
ID13511,19-Jan-2026,Direct Deposit,"3,162.96",0.00,"69,880.01"
ID13511,08-Jan-2026,Debit Card,0.00,492.02,"88,392.40"
ID13511,29-Mar-2026,Transfer,0.00,776.42,"18,718.77"
ID13512,09-Feb-2026,Transfer,"1,580.90",0.00,"67,588.77"
ID13512,08-Jan-2026,ATM Withdrawal,0.00,781.24,"35,763.57"
ID13512,26-Jan-2026,Transfer,0.00,751.12,"22,179.31"
ID13512,15-Mar-2026,Reversal,0.00,"1,164.05","22,992.43"
ID13512,10-Jan-2026,ATM Withdrawal,0.00,758.35,"61,463.06"
ID13512,03-Mar-2026,Debit Card,0.00,572.18,"96,139.16"
ID13512,11-Feb-2026,Transfer,"1,775.68",0.00,"58,421.75"
ID13512,25-Mar-2026,Reversal,0.00,91.96,"95,990.23"
ID13512,08-Feb-2026,Debit Card,0.00,447.17,"40,761.44"
ID13512,22-Jan-2026,Charge,0.00,371.85,"62,458.49"
ID13512,05-Mar-2026,Transfer,0.00,306.64,"52,730.25"
ID13512,22-Jan-2026,Interest,37.88,0.00,"89,559.80"
ID13512,27-Mar-2026,Reversal,0.00,"1,008.40","61,644.24"
ID13512,24-Jan-2026,Charge,0.00,375.08,"2,110.68"
ID13512,01-Mar-2026,Debit Card,0.00,176.56,"10,658.68"
ID13512,23-Mar-2026,Transfer,931.57,0.00,"12,329.99"
ID13512,11-Feb-2026,Charge,0.00,367.62,"9,433.44"
ID13512,23-Mar-2026,Transfer,0.00,467.52,"23,913.00"
ID13512,26-Jan-2026,Charge,0.00,622.16,"67,644.40"
ID13512,30-Jan-2026,Reversal,482.21,0.00,"25,047.80"
ID13513,10-Feb-2026,Debit Card,0.00,721.91,"41,421.54"
ID13513,22-Mar-2026,Payment,0.00,817.50,"64,030.40"
ID13513,01-Feb-2026,Interest,470.25,0.00,"37,776.91"
ID13513,27-Jan-2026,ATM Withdrawal,0.00,776.68,"82,386.04"
ID13513,26-Jan-2026,ATM Withdrawal,0.00,696.24,"37,829.48"
ID13513,11-Mar-2026,Debit Card,0.00,217.72,"50,710.68"
ID13513,03-Apr-2026,Payment,"1,375.98",0.00,"40,530.69"
ID13513,02-Apr-2026,Payment,"1,919.95",0.00,"86,806.80"
ID13513,01-Mar-2026,Reversal,171.47,0.00,"72,656.55"
ID13513,18-Mar-2026,Reversal,"1,477.71",0.00,"22,057.27"
ID13513,16-Feb-2026,ATM Withdrawal,0.00,174.33,"4,824.67"
ID13513,05-Feb-2026,Interest,33.69,0.00,"86,684.44"
ID13513,15-Jan-2026,Payment,0.00,"1,330.98","80,112.34"
ID13513,03-Feb-2026,Charge,0.00,974.63,"66,089.19"
ID13513,26-Feb-2026,Interest,111.55,0.00,"19,664.36"
ID13513,16-Mar-2026,Debit Card,0.00,856.89,"45,049.12"
ID13513,01-Apr-2026,Charge,0.00,205.91,"74,608.62"
ID13513,03-Feb-2026,Payment,0.00,848.30,"27,088.54"
ID13513,31-Mar-2026,Debit Card,0.00,384.01,"95,680.39"
ID13513,26-Mar-2026,Reversal,587.99,0.00,"84,430.49"
ID13514,19-Mar-2026,ATM Withdrawal,0.00,644.56,"67,035.69"
ID13514,30-Mar-2026,Transfer,383.15,0.00,"8,325.35"
ID13514,25-Feb-2026,Direct Deposit,"3,664.50",0.00,"24,600.48"
ID13514,16-Feb-2026,Transfer,0.00,"1,389.13","17,927.27"
ID13514,04-Mar-2026,Direct Deposit,"2,419.71",0.00,"32,374.25"
ID13514,31-Jan-2026,Interest,211.39,0.00,"73,796.25"
ID13514,16-Jan-2026,Payment,106.79,0.00,"92,422.64"
ID13514,25-Feb-2026,Payment,"1,618.96",0.00,"75,842.67"
ID13514,18-Jan-2026,Charge,0.00,87.80,"27,307.39"
ID13514,24-Jan-2026,Interest,109.74,0.00,"36,824.17"
ID13514,22-Feb-2026,Payment,0.00,858.01,"89,709.56"
ID13514,28-Feb-2026,Interest,180.03,0.00,"94,533.55"
ID13514,06-Jan-2026,Debit Card,0.00,160.49,"77,645.85"
ID13514,19-Jan-2026,Interest,443.82,0.00,"63,545.47"
ID13514,30-Mar-2026,Debit Card,0.00,366.16,"79,709.90"
ID13514,30-Mar-2026,Interest,75.31,0.00,"27,828.11"
ID13514,30-Jan-2026,Direct Deposit,"2,349.78",0.00,"3,093.32"
ID13514,18-Feb-2026,Charge,0.00,700.64,"71,550.43"
ID13514,28-Feb-2026,Payment,0.00,764.49,"51,359.02"
ID13514,22-Mar-2026,Reversal,390.67,0.00,"10,083.31"
ID13515,15-Jan-2026,Reversal,0.00,978.10,"18,199.22"
ID13515,15-Feb-2026,Transfer,0.00,528.15,"55,889.87"
ID13515,17-Feb-2026,Charge,0.00,33.25,"34,173.29"
ID13515,13-Jan-2026,Reversal,0.00,577.72,"92,038.49"
ID13515,26-Mar-2026,Charge,0.00,272.81,"4,660.49"
ID13515,16-Feb-2026,Charge,0.00,792.85,"36,781.76"
ID13515,21-Jan-2026,Reversal,0.00,332.55,"13,280.57"
ID13515,24-Feb-2026,Charge,0.00,574.40,"52,794.64"
ID13515,21-Jan-2026,Debit Card,0.00,922.17,"34,149.87"
ID13515,22-Mar-2026,Direct Deposit,"4,098.26",0.00,"96,709.87"
ID13515,19-Feb-2026,Reversal,388.21,0.00,"3,882.59"
ID13515,30-Mar-2026,Payment,"1,657.45",0.00,"9,486.13"
ID13515,18-Mar-2026,ATM Withdrawal,0.00,226.06,"5,985.26"
ID13515,31-Jan-2026,ATM Withdrawal,0.00,614.84,"28,041.19"
ID13515,05-Feb-2026,ATM Withdrawal,0.00,485.21,"53,851.84"
ID13515,02-Apr-2026,Transfer,0.00,"1,477.45","58,285.78"
ID13515,29-Mar-2026,Charge,0.00,216.25,"81,725.39"
ID13515,04-Jan-2026,Transfer,590.07,0.00,"7,568.27"
ID13515,20-Feb-2026,Transfer,0.00,"1,050.93","86,199.47"
ID13515,28-Jan-2026,Charge,0.00,53.19,"75,623.49"
ID13516,20-Mar-2026,Charge,0.00,712.00,"81,793.83"
ID13516,27-Feb-2026,Direct Deposit,"2,244.85",0.00,"57,744.60"
ID13516,06-Jan-2026,Transfer,0.00,"1,050.82","51,843.99"
ID13516,03-Jan-2026,Interest,184.04,0.00,"30,618.59"
ID13516,06-Jan-2026,Payment,"1,808.29",0.00,"3,332.08"
ID13516,24-Mar-2026,Reversal,138.76,0.00,"43,772.47"
ID13516,08-Feb-2026,ATM Withdrawal,0.00,558.27,"95,554.18"
ID13516,11-Mar-2026,Reversal,0.00,"1,493.97","1,527.96"
ID13516,14-Mar-2026,Interest,309.57,0.00,"63,437.19"
ID13516,10-Jan-2026,ATM Withdrawal,0.00,849.80,"25,495.72"
ID13516,09-Feb-2026,Interest,257.83,0.00,"81,031.19"
ID13516,16-Mar-2026,Interest,326.54,0.00,"52,463.33"
ID13516,26-Feb-2026,ATM Withdrawal,0.00,581.18,"97,677.65"
ID13516,07-Mar-2026,Interest,89.72,0.00,"30,959.48"
ID13516,13-Mar-2026,Interest,25.13,0.00,"1,856.74"
ID13516,10-Mar-2026,Interest,428.28,0.00,"13,329.55"
ID13516,18-Feb-2026,Debit Card,0.00,549.37,"51,171.62"
ID13516,19-Feb-2026,Reversal,0.00,606.47,"68,392.61"
ID13516,28-Feb-2026,Charge,0.00,892.91,"73,766.47"
ID13516,06-Feb-2026,ATM Withdrawal,0.00,577.15,"78,870.30"
ID13517,09-Mar-2026,ATM Withdrawal,0.00,45.44,"15,347.69"
ID13517,13-Mar-2026,Charge,0.00,312.24,"26,434.84"
ID13517,01-Feb-2026,Direct Deposit,656.06,0.00,"94,431.03"
ID13517,25-Jan-2026,Payment,"1,069.69",0.00,"4,275.75"
ID13517,26-Jan-2026,ATM Withdrawal,0.00,115.71,"76,558.02"
ID13517,12-Mar-2026,ATM Withdrawal,0.00,929.45,"39,593.13"
ID13517,25-Jan-2026,ATM Withdrawal,0.00,421.93,"11,397.16"
ID13517,25-Feb-2026,Transfer,0.00,552.51,"88,905.27"
ID13517,13-Feb-2026,Debit Card,0.00,443.09,"5,781.71"
ID13517,09-Jan-2026,Charge,0.00,372.08,"33,304.41"
ID13517,22-Mar-2026,Reversal,0.00,945.42,"3,091.06"
ID13517,13-Feb-2026,Direct Deposit,"2,011.68",0.00,"67,683.90"
ID13517,01-Mar-2026,Charge,0.00,483.80,"2,109.90"
ID13517,03-Apr-2026,Payment,"1,609.95",0.00,"87,624.59"
ID13517,23-Mar-2026,Direct Deposit,"2,823.37",0.00,"56,980.76"
ID13517,28-Jan-2026,Direct Deposit,"3,141.85",0.00,"61,333.98"
ID13517,28-Feb-2026,Interest,187.67,0.00,"43,203.37"
ID13517,02-Feb-2026,Charge,0.00,363.68,"83,037.48"
ID13517,27-Jan-2026,ATM Withdrawal,0.00,996.69,"91,840.84"
ID13517,15-Jan-2026,Transfer,0.00,213.84,"53,570.02"
ID13518,31-Jan-2026,Debit Card,0.00,56.76,"65,366.85"
ID13518,03-Mar-2026,ATM Withdrawal,0.00,488.29,"96,797.13"
ID13518,27-Jan-2026,Direct Deposit,"1,713.37",0.00,"58,047.40"
ID13518,27-Feb-2026,Debit Card,0.00,340.41,"46,668.44"
ID13518,28-Feb-2026,Direct Deposit,"4,005.42",0.00,"86,821.17"
ID13518,03-Mar-2026,Payment,0.00,286.80,"71,274.37"
ID13518,03-Mar-2026,Payment,731.59,0.00,"43,513.93"
ID13518,27-Jan-2026,ATM Withdrawal,0.00,923.97,"74,293.71"
ID13518,24-Jan-2026,Direct Deposit,"4,482.85",0.00,"54,800.34"
ID13518,01-Mar-2026,Interest,195.06,0.00,"71,590.04"
ID13518,07-Jan-2026,Reversal,"1,490.87",0.00,"77,736.75"
ID13518,08-Mar-2026,Transfer,642.97,0.00,"12,561.24"
ID13518,29-Mar-2026,Interest,39.79,0.00,"62,962.87"
ID13518,31-Jan-2026,Direct Deposit,"3,451.95",0.00,"79,678.65"
ID13518,11-Feb-2026,Reversal,"1,848.65",0.00,"35,232.92"
ID13518,11-Jan-2026,Charge,0.00,884.09,"96,073.82"
ID13518,28-Jan-2026,Transfer,0.00,73.83,"69,617.94"
ID13518,25-Mar-2026,Debit Card,0.00,690.74,"43,248.41"
ID13518,12-Jan-2026,Reversal,"1,955.93",0.00,"55,758.98"
ID13518,05-Mar-2026,Transfer,0.00,715.13,"15,025.93"
ID13519,08-Mar-2026,Payment,522.88,0.00,"43,088.82"
ID13519,15-Feb-2026,Interest,492.21,0.00,"18,000.82"
