_id,age,sex,region,income,married,children,car,save_act,current_act,mortgage,pep
ID13031,63,FEMALE,TOWN,55231.92,NO,,YES,YES,NO,NO,NO
ID13032,28,FEMALE,INNER_CITY,65762.61,YES,,YES,NO,NO,NO,NO
ID13033,53,MALE,RURAL,96222.5,,,YES,YES,NO,,YES
ID13034,67,MALE,SUBURBAN,47954.24,YES,5,YES,NO,NO,,YES
ID13035,52,MALE,TOWN,6830.93,,,YES,NO,YES,NO,YES
ID13036,71,MALE,RURAL,,,5,YES,YES,NO,YES,NO
ID13037,26,MALE,TOWN,36137.34,NO,,YES,YES,NO,,YES
ID13038,68,FEMALE,SUBURBAN,85045.63,NO,4,NO,YES,NO,YES,NO
ID13039,73,FEMALE,SUBURBAN,11474.64,NO,1,YES,NO,NO,NO,NO
ID13040,61,FEMALE,INNER_CITY,43560.19,,0,NO,NO,YES,NO,NO
ID13041,61,FEMALE,RURAL,62121.54,,2,NO,YES,YES,NO,YES
ID13042,42,MALE,TOWN,96489.15,,3,YES,YES,YES,NO,NO
ID13043,46,FEMALE,INNER_CITY,26152.91,,2,NO,YES,YES,YES,NO
ID13044,46,MALE,INNER_CITY,92431.33,NO,5,YES,NO,YES,YES,YES
ID13045,21,MALE,SUBURBAN,,,2,YES,NO,YES,YES,NO
ID13046,65,FEMALE,INNER_CITY,91157.36,NO,3,NO,NO,NO,NO,NO
ID13047,62,FEMALE,SUBURBAN,22251.2,,2,YES,YES,YES,,NO
ID13048,25,FEMALE,SUBURBAN,66650.81,,,YES,YES,YES,,NO
ID13049,22,MALE,RURAL,75885.12,,1,NO,YES,YES,NO,YES
ID13050,41,MALE,TOWN,86404.47,YES,2,YES,NO,YES,NO,NO
ID13051,19,MALE,INNER_CITY,,NO,1,NO,YES,YES,,YES
ID13052,27,MALE,INNER_CITY,,YES,,YES,YES,YES,,NO
ID13053,30,MALE,RURAL,50792.43,,0,YES,NO,YES,,YES
ID13054,42,FEMALE,SUBURBAN,14482.73,NO,1,YES,YES,YES,NO,YES
ID13055,18,MALE,RURAL,44633.98,YES,0,NO,YES,NO,,NO
ID13056,41,MALE,SUBURBAN,50041.48,NO,4,YES,NO,NO,,NO
ID13057,49,MALE,TOWN,14386.95,,,YES,YES,YES,NO,YES
ID13058,50,MALE,SUBURBAN,49461.82,YES,1,YES,NO,YES,,NO
ID13059,34,MALE,SUBURBAN,71605.78,,3,NO,YES,NO,YES,YES
ID13060,23,MALE,INNER_CITY,62555.11,NO,,NO,NO,YES,NO,YES
ID13061,56,FEMALE,INNER_CITY,57424.52,NO,,YES,NO,NO,YES,NO
ID13062,42,MALE,TOWN,18346.95,YES,0,NO,NO,NO,,YES
ID13063,65,MALE,SUBURBAN,70028.65,,3,NO,NO,NO,YES,NO
ID13064,31,MALE,INNER_CITY,63263.16,YES,,NO,YES,YES,NO,YES
ID13065,47,MALE,INNER_CITY,62582.54,YES,4,YES,NO,NO,NO,YES
ID13066,65,FEMALE,RURAL,,,2,YES,NO,NO,YES,YES
ID13067,28,MALE,RURAL,45253.59,,1,YES,YES,YES,,YES
ID13068,45,FEMALE,RURAL,39932.46,,5,NO,YES,NO,NO,YES
ID13069,41,MALE,SUBURBAN,53001.54,NO,3,NO,YES,NO,NO,NO
ID13070,19,MALE,RURAL,32713.88,YES,0,YES,NO,YES,YES,NO
ID13071,65,MALE,SUBURBAN,98933.63,NO,5,YES,YES,NO,YES,YES
ID13072,62,FEMALE,TOWN,46289.68,YES,5,YES,NO,YES,,NO
ID13073,46,FEMALE,SUBURBAN,70779.54,NO,3,NO,YES,NO,YES,NO
ID13074,59,FEMALE,RURAL,98282.27,NO,4,YES,YES,NO,YES,NO
ID13075,67,MALE,RURAL,88151.22,,4,NO,NO,YES,,NO
ID13076,75,FEMALE,SUBURBAN,70954.89,,0,YES,NO,NO,NO,YES
ID13077,74,FEMALE,INNER_CITY,33643.16,YES,4,YES,NO,YES,NO,YES
ID13078,43,FEMALE,TOWN,98428.93,NO,1,NO,YES,NO,YES,NO
ID13079,56,FEMALE,INNER_CITY,11480.99,,,NO,YES,NO,YES,YES
ID13080,57,FEMALE,RURAL,46914.07,,0,YES,NO,NO,YES,NO
ID13081,53,MALE,TOWN,77537.92,,,NO,NO,YES,YES,NO
ID13082,38,MALE,TOWN,,YES,,NO,YES,NO,NO,YES
ID13083,37,FEMALE,TOWN,,YES,,NO,NO,NO,NO,NO
ID13084,48,MALE,TOWN,14735.77,NO,4,YES,NO,NO,NO,NO
ID13085,39,FEMALE,TOWN,85998.59,YES,0,YES,NO,NO,YES,YES
ID13086,41,FEMALE,INNER_CITY,36827.76,YES,0,NO,NO,NO,NO,NO
ID13087,63,FEMALE,SUBURBAN,53058.34,,2,YES,NO,NO,YES,YES
ID13088,40,FEMALE,TOWN,66968.22,YES,3,NO,NO,YES,YES,NO
ID13089,26,FEMALE,RURAL,30035.37,YES,,NO,YES,NO,,YES
ID13090,18,FEMALE,RURAL,67866.17,YES,,NO,NO,YES,,YES
ID13091,58,MALE,TOWN,15312.41,YES,0,YES,NO,YES,YES,YES
ID13092,45,FEMALE,RURAL,,YES,,YES,NO,NO,,YES
ID13093,27,MALE,TOWN,39652.68,NO,1,YES,NO,YES,NO,YES
ID13094,20,FEMALE,TOWN,57241.15,NO,,NO,YES,YES,,YES
ID13095,60,FEMALE,INNER_CITY,6801.94,NO,,YES,YES,YES,,NO
ID13096,26,MALE,SUBURBAN,54886.01,,3,YES,NO,NO,NO,NO
ID13097,60,MALE,TOWN,30135.94,,4,NO,NO,YES,NO,YES
ID13098,42,MALE,SUBURBAN,20151.34,YES,4,NO,NO,YES,,NO
ID13099,21,FEMALE,TOWN,32495.43,YES,5,YES,YES,NO,,NO
ID13100,53,MALE,RURAL,8677.04,,1,YES,YES,YES,NO,NO
ID13101,36,FEMALE,RURAL,99186.98,YES,1,YES,NO,YES,NO,NO
ID13102,31,FEMALE,INNER_CITY,62415.86,,,YES,NO,NO,,NO
ID13103,51,FEMALE,INNER_CITY,47343.5,,0,YES,YES,YES,,YES
ID13104,65,FEMALE,TOWN,45458.84,,,YES,YES,YES,NO,YES
ID13105,23,MALE,TOWN,82846.75,NO,,YES,YES,YES,YES,YES
ID13106,60,MALE,SUBURBAN,28936.91,,1,NO,YES,NO,YES,NO
ID13107,28,MALE,RURAL,39678.12,,0,NO,NO,NO,,NO
ID13108,35,FEMALE,SUBURBAN,34714.75,NO,,YES,YES,YES,YES,YES
ID13109,46,MALE,RURAL,,YES,3,NO,YES,NO,YES,YES
ID13110,36,MALE,INNER_CITY,85361.93,,2,YES,YES,NO,NO,YES
ID13111,28,FEMALE,SUBURBAN,93249.88,NO,1,NO,YES,NO,YES,NO
ID13112,56,MALE,INNER_CITY,,,4,NO,YES,NO,YES,YES
ID13113,57,MALE,SUBURBAN,,,,YES,NO,YES,NO,NO
ID13114,23,MALE,TOWN,10542.36,NO,5,NO,YES,YES,NO,YES
ID13115,53,MALE,RURAL,,NO,4,YES,YES,YES,YES,NO
ID13116,18,MALE,TOWN,72072.3,NO,4,YES,YES,NO,YES,NO
ID13117,64,FEMALE,RURAL,25394.68,NO,4,YES,NO,NO,NO,NO
ID13118,55,MALE,TOWN,30202.92,YES,,YES,NO,NO,YES,NO
ID13119,46,MALE,RURAL,14944.67,,,YES,NO,NO,YES,YES
ID13120,21,FEMALE,RURAL,38692.92,YES,3,YES,YES,NO,NO,NO
ID13121,33,FEMALE,SUBURBAN,40888.23,,1,NO,NO,YES,NO,NO
ID13122,59,FEMALE,SUBURBAN,78386.04,YES,5,NO,NO,YES,YES,NO
ID13123,61,FEMALE,INNER_CITY,83921.79,NO,2,NO,NO,NO,,NO
ID13124,66,FEMALE,TOWN,14177.37,,,NO,NO,NO,,YES
ID13125,32,MALE,INNER_CITY,49788.16,NO,0,YES,NO,YES,NO,YES
ID13126,44,MALE,SUBURBAN,73919.8,NO,2,NO,NO,YES,YES,YES
ID13127,20,FEMALE,RURAL,8558.68,YES,,YES,YES,NO,,NO
ID13128,25,FEMALE,TOWN,56025.75,YES,,NO,YES,YES,YES,NO
ID13129,28,FEMALE,RURAL,24997.51,NO,3,NO,YES,YES,YES,YES
ID13130,73,FEMALE,SUBURBAN,63351.84,NO,,NO,NO,YES,YES,YES
ID13131,23,MALE,RURAL,66549.59,,1,NO,YES,NO,,NO
ID13132,33,FEMALE,RURAL,57536.2,YES,,NO,YES,YES,NO,YES
ID13133,42,MALE,SUBURBAN,52006.9,YES,,NO,YES,NO,YES,YES
ID13134,29,MALE,SUBURBAN,18543.49,,,YES,YES,YES,NO,YES
ID13135,23,MALE,INNER_CITY,,NO,0,YES,YES,YES,YES,NO
ID13136,21,FEMALE,SUBURBAN,,YES,,YES,NO,YES,NO,YES
ID13137,68,FEMALE,TOWN,43900.17,NO,4,YES,NO,YES,,YES
ID13138,53,MALE,SUBURBAN,24879.13,,0,YES,NO,NO,,YES
ID13139,39,MALE,INNER_CITY,98931.28,NO,,NO,YES,YES,,NO
ID13140,24,FEMALE,SUBURBAN,,,1,NO,NO,YES,,NO
ID13141,55,FEMALE,SUBURBAN,55006.74,YES,3,NO,NO,YES,,NO
ID13142,73,MALE,TOWN,70055.01,,3,YES,NO,YES,,NO
ID13143,39,FEMALE,INNER_CITY,81157.69,,2,YES,YES,NO,NO,YES
ID13144,21,MALE,SUBURBAN,62790.18,YES,3,YES,YES,NO,NO,YES
ID13145,20,FEMALE,SUBURBAN,50013.98,NO,,YES,NO,NO,,YES
ID13146,73,MALE,SUBURBAN,81191.74,,1,YES,YES,NO,,NO
ID13147,38,FEMALE,INNER_CITY,61850.91,YES,3,NO,NO,NO,YES,YES
ID13148,68,MALE,RURAL,67781.7,,1,NO,NO,NO,YES,NO
ID13149,18,MALE,INNER_CITY,94664.0,NO,0,YES,NO,NO,,YES
ID13150,62,FEMALE,SUBURBAN,96068.38,NO,5,YES,YES,NO,YES,NO
ID13151,75,MALE,TOWN,40066.68,NO,4,YES,YES,YES,YES,NO
ID13152,57,MALE,SUBURBAN,65565.82,,,NO,YES,NO,NO,NO
ID13153,66,MALE,RURAL,97796.46,,5,NO,NO,NO,,YES
ID13154,65,MALE,INNER_CITY,56675.83,,5,YES,NO,NO,YES,NO
ID13155,29,MALE,INNER_CITY,17810.19,NO,,NO,YES,YES,,NO
ID13156,33,MALE,RURAL,73486.01,YES,,NO,YES,YES,,YES
ID13157,49,MALE,TOWN,63761.3,,3,NO,NO,YES,NO,NO
ID13158,59,FEMALE,INNER_CITY,84498.05,NO,,NO,NO,YES,,YES
ID13159,52,FEMALE,RURAL,56364.34,NO,5,YES,YES,NO,,NO
ID13160,36,FEMALE,SUBURBAN,44202.07,YES,5,YES,YES,YES,YES,YES
ID13161,73,FEMALE,RURAL,,,5,NO,YES,NO,YES,NO
ID13162,27,MALE,TOWN,84765.1,,0,YES,YES,NO,YES,YES
ID13163,72,MALE,INNER_CITY,99154.37,YES,5,YES,YES,NO,,YES
ID13164,45,MALE,INNER_CITY,95293.22,NO,2,NO,YES,NO,YES,YES
ID13165,34,MALE,INNER_CITY,96171.43,,1,NO,NO,YES,,YES
ID13166,59,FEMALE,SUBURBAN,35007.77,,,YES,NO,YES,NO,YES
ID13167,38,FEMALE,TOWN,76603.46,,0,NO,YES,NO,,YES
ID13168,32,FEMALE,SUBURBAN,70290.69,YES,2,NO,YES,NO,YES,NO
ID13169,67,FEMALE,TOWN,47899.14,YES,,NO,NO,NO,NO,YES
ID13170,20,FEMALE,INNER_CITY,,NO,,NO,NO,YES,NO,YES
ID13171,23,FEMALE,SUBURBAN,99582.21,YES,,NO,NO,NO,,NO
ID13172,28,FEMALE,SUBURBAN,92824.65,NO,,YES,YES,YES,,YES
ID13173,34,FEMALE,RURAL,28038.18,NO,,NO,NO,YES,YES,NO
ID13174,67,FEMALE,RURAL,74401.2,YES,2,NO,YES,NO,,NO
ID13175,23,FEMALE,SUBURBAN,11898.22,YES,2,NO,YES,NO,,NO
ID13176,62,FEMALE,INNER_CITY,52873.89,NO,1,NO,YES,YES,,NO
ID13177,41,FEMALE,INNER_CITY,39379.08,NO,4,NO,NO,YES,,NO
ID13178,69,MALE,SUBURBAN,,YES,,NO,NO,NO,YES,NO
ID13179,51,FEMALE,TOWN,31403.34,,,YES,YES,NO,,YES
ID13180,18,MALE,SUBURBAN,94761.9,NO,3,YES,YES,YES,YES,NO
ID13181,23,MALE,INNER_CITY,11181.58,YES,,YES,NO,NO,YES,YES
ID13182,24,MALE,SUBURBAN,47235.12,YES,4,NO,NO,NO,,YES
ID13183,74,FEMALE,INNER_CITY,18881.47,YES,,YES,NO,NO,YES,YES
ID13184,60,FEMALE,INNER_CITY,76893.49,YES,2,NO,YES,NO,YES,YES
ID13185,72,MALE,RURAL,82156.79,NO,3,NO,NO,YES,NO,YES
ID13186,48,FEMALE,INNER_CITY,96594.73,,0,NO,NO,YES,,NO
ID13187,67,MALE,SUBURBAN,27611.04,NO,,NO,YES,NO,,NO
ID13188,57,MALE,TOWN,98864.42,YES,,YES,NO,YES,YES,YES
ID13189,24,MALE,SUBURBAN,,YES,4,YES,YES,NO,YES,YES
ID13190,49,MALE,SUBURBAN,12639.81,,1,NO,YES,NO,NO,NO
ID13191,19,FEMALE,SUBURBAN,17463.67,,,NO,NO,NO,,NO
ID13192,21,FEMALE,SUBURBAN,20389.42,,4,NO,NO,YES,YES,YES
ID13193,36,FEMALE,INNER_CITY,84932.87,,,NO,YES,YES,,NO
ID13194,21,FEMALE,TOWN,78508.66,,,YES,NO,NO,,NO
ID13195,31,MALE,RURAL,14821.96,NO,1,YES,NO,NO,YES,NO
ID13196,50,MALE,INNER_CITY,53255.99,,,YES,NO,YES,YES,YES
ID13197,44,MALE,SUBURBAN,73636.52,NO,,NO,NO,YES,,YES
ID13198,73,FEMALE,INNER_CITY,71782.16,NO,,YES,YES,NO,,NO
ID13199,59,FEMALE,SUBURBAN,5022.82,YES,0,YES,YES,YES,NO,YES
ID13200,34,FEMALE,INNER_CITY,53601.45,NO,,NO,YES,YES,,NO
ID13201,22,MALE,RURAL,30994.39,YES,3,YES,YES,YES,YES,YES
ID13202,72,MALE,TOWN,,YES,,NO,NO,YES,YES,YES
ID13203,24,FEMALE,TOWN,28209.17,YES,1,YES,YES,YES,YES,NO
ID13204,57,MALE,SUBURBAN,26708.62,NO,1,YES,NO,YES,YES,NO
ID13205,72,FEMALE,INNER_CITY,42212.31,NO,1,YES,NO,NO,YES,NO
ID13206,34,MALE,RURAL,40336.9,,,NO,NO,YES,NO,NO
ID13207,64,FEMALE,INNER_CITY,80221.47,,1,NO,NO,YES,,NO
ID13208,50,MALE,TOWN,30351.26,,,NO,YES,NO,NO,NO
ID13209,25,MALE,TOWN,36003.37,YES,0,YES,NO,YES,,YES
ID13210,32,MALE,RURAL,94036.81,YES,4,YES,YES,NO,NO,YES
ID13211,46,MALE,SUBURBAN,,NO,0,YES,NO,YES,YES,YES
ID13212,62,MALE,INNER_CITY,99627.94,,4,NO,YES,YES,YES,YES
ID13213,70,FEMALE,RURAL,88540.77,YES,4,YES,YES,YES,,YES
ID13214,64,MALE,TOWN,44034.44,,,NO,NO,YES,,NO
ID13215,65,FEMALE,RURAL,15657.87,NO,2,NO,NO,YES,NO,NO
ID13216,66,MALE,SUBURBAN,89262.99,,1,NO,YES,YES,,YES
ID13217,36,FEMALE,INNER_CITY,52489.9,YES,,NO,NO,YES,,YES
ID13218,72,FEMALE,TOWN,,,,YES,YES,NO,NO,YES
ID13219,54,FEMALE,INNER_CITY,52696.19,NO,,NO,NO,YES,YES,NO
ID13220,51,MALE,RURAL,51564.19,,4,YES,NO,NO,NO,YES
ID13221,29,FEMALE,RURAL,80433.84,YES,5,YES,YES,NO,YES,YES
ID13222,55,MALE,INNER_CITY,31353.18,YES,0,YES,NO,YES,YES,NO
ID13223,62,MALE,SUBURBAN,94566.79,,2,YES,NO,YES,YES,YES
ID13224,36,FEMALE,TOWN,55529.19,YES,1,NO,NO,NO,YES,NO
ID13225,44,FEMALE,RURAL,78657.46,NO,4,YES,NO,YES,YES,NO
ID13226,52,FEMALE,SUBURBAN,11262.28,,,YES,NO,YES,NO,YES
ID13227,36,MALE,RURAL,79519.33,,0,YES,YES,YES,NO,YES
ID13228,41,MALE,RURAL,90880.32,YES,,NO,YES,YES,NO,NO
ID13229,46,MALE,RURAL,25059.41,NO,,NO,YES,YES,,YES
ID13230,68,MALE,RURAL,,NO,,YES,NO,NO,,YES
ID13231,45,MALE,RURAL,67602.13,YES,,NO,YES,NO,,YES
ID13232,74,MALE,TOWN,63026.05,,3,NO,NO,YES,NO,YES
ID13233,63,MALE,SUBURBAN,88505.58,YES,2,YES,YES,NO,YES,YES
ID13234,41,FEMALE,TOWN,19083.27,,3,NO,YES,NO,,YES
ID13235,67,FEMALE,TOWN,55862.78,NO,,NO,YES,YES,,NO
ID13236,24,MALE,TOWN,45676.39,NO,0,NO,YES,YES,,YES
ID13237,48,MALE,INNER_CITY,41887.43,YES,,NO,NO,YES,,NO
ID13238,60,FEMALE,RURAL,73292.96,YES,,YES,YES,YES,,NO
ID13239,48,FEMALE,TOWN,15036.62,,5,NO,YES,YES,NO,NO
ID13240,58,MALE,RURAL,44879.07,,2,NO,NO,YES,,YES
ID13241,62,MALE,TOWN,33218.52,YES,,NO,NO,YES,NO,NO
ID13242,67,MALE,RURAL,91549.28,,0,YES,YES,NO,,YES
ID13243,40,FEMALE,TOWN,62650.62,NO,1,YES,YES,YES,NO,YES
ID13244,18,FEMALE,TOWN,38889.38,,0,NO,NO,NO,YES,NO
ID13245,72,FEMALE,INNER_CITY,14210.29,NO,2,NO,YES,YES,NO,YES
ID13246,66,MALE,RURAL,,,1,YES,NO,NO,NO,NO
ID13247,40,MALE,TOWN,95522.66,NO,,YES,NO,YES,NO,NO
ID13248,75,MALE,RURAL,20883.91,,0,NO,NO,YES,YES,YES
ID13249,39,MALE,TOWN,94117.0,,5,NO,NO,NO,NO,NO
ID13250,33,MALE,TOWN,99666.6,YES,4,NO,NO,NO,YES,NO
ID13251,57,MALE,SUBURBAN,7755.47,NO,1,YES,YES,NO,,YES
ID13252,38,MALE,SUBURBAN,86377.58,,5,NO,YES,NO,NO,YES
ID13253,58,FEMALE,RURAL,21299.04,NO,1,YES,NO,YES,YES,NO
ID13254,68,FEMALE,SUBURBAN,5110.62,YES,5,NO,YES,NO,,YES
ID13255,20,FEMALE,TOWN,31225.87,,,YES,YES,NO,YES,YES
ID13256,43,FEMALE,SUBURBAN,69968.03,YES,1,NO,NO,NO,,YES
ID13257,21,FEMALE,RURAL,15800.55,YES,,NO,YES,NO,YES,YES
ID13258,30,FEMALE,INNER_CITY,,YES,0,NO,NO,NO,,NO
ID13259,56,MALE,TOWN,8031.93,,,NO,YES,NO,NO,NO
ID13260,27,FEMALE,TOWN,97103.79,NO,3,NO,NO,YES,NO,NO
ID13261,68,FEMALE,SUBURBAN,13129.99,,1,NO,NO,NO,NO,YES
ID13262,69,MALE,TOWN,53617.66,NO,,NO,NO,YES,,NO
ID13263,30,MALE,INNER_CITY,27452.57,NO,2,YES,NO,YES,,NO
ID13264,24,MALE,SUBURBAN,,,3,YES,NO,YES,YES,YES
ID13265,55,MALE,SUBURBAN,43091.32,,1,YES,NO,YES,NO,NO
ID13266,73,MALE,SUBURBAN,98751.04,NO,3,NO,NO,NO,,NO
ID13267,56,MALE,INNER_CITY,31324.89,YES,3,YES,YES,YES,,NO
ID13268,74,MALE,RURAL,36498.65,YES,,NO,YES,NO,,YES
ID13269,60,FEMALE,TOWN,18700.23,YES,3,NO,YES,NO,,NO
ID13270,25,MALE,INNER_CITY,79223.77,NO,,YES,YES,NO,NO,NO
ID13271,27,FEMALE,TOWN,64312.99,,4,YES,NO,NO,YES,NO
ID13272,74,MALE,INNER_CITY,50239.6,NO,,NO,NO,YES,YES,NO
ID13273,63,FEMALE,TOWN,10809.25,,,NO,NO,NO,NO,YES
ID13274,23,MALE,TOWN,80017.72,,3,NO,YES,NO,NO,NO
ID13275,63,FEMALE,INNER_CITY,9909.03,NO,1,NO,NO,NO,NO,NO
ID13276,30,MALE,TOWN,60426.22,YES,0,NO,NO,NO,YES,NO
ID13277,37,MALE,RURAL,,,,NO,NO,YES,YES,NO
ID13278,24,MALE,SUBURBAN,,,3,NO,YES,NO,NO,YES
ID13279,43,MALE,SUBURBAN,9241.68,YES,0,NO,NO,NO,NO,YES
ID13280,71,MALE,INNER_CITY,36481.89,YES,,NO,NO,YES,YES,YES
ID13281,50,MALE,TOWN,26360.17,NO,,NO,NO,NO,YES,YES
ID13282,40,MALE,TOWN,15870.58,,0,NO,YES,NO,,YES
ID13283,45,FEMALE,RURAL,33865.6,NO,1,NO,YES,YES,YES,YES
ID13284,42,FEMALE,INNER_CITY,60845.63,YES,5,YES,YES,YES,NO,YES
ID13285,56,MALE,RURAL,89687.58,YES,5,NO,NO,YES,YES,YES
ID13286,69,FEMALE,SUBURBAN,61090.09,,3,NO,YES,NO,,NO
ID13287,57,FEMALE,INNER_CITY,59258.14,YES,2,NO,NO,NO,YES,YES
ID13288,24,FEMALE,INNER_CITY,,NO,3,NO,YES,YES,YES,YES
ID13289,53,FEMALE,TOWN,82375.05,NO,0,NO,YES,NO,,YES
ID13290,72,MALE,RURAL,75556.98,,,NO,YES,NO,YES,YES
ID13291,39,FEMALE,INNER_CITY,92824.43,,0,NO,YES,YES,,NO
ID13292,64,FEMALE,RURAL,,NO,,NO,YES,NO,NO,YES
ID13293,23,MALE,INNER_CITY,62653.44,,5,YES,YES,YES,,YES
ID13294,34,FEMALE,TOWN,49998.87,YES,4,NO,NO,NO,YES,YES
ID13295,62,MALE,TOWN,76811.11,,0,YES,YES,NO,NO,YES
ID13296,45,MALE,INNER_CITY,,YES,1,YES,YES,YES,,YES
ID13297,61,MALE,SUBURBAN,81073.96,NO,1,YES,YES,YES,YES,NO
ID13298,66,FEMALE,INNER_CITY,40719.09,NO,5,YES,NO,NO,,NO
ID13299,56,MALE,RURAL,72450.19,NO,1,NO,NO,YES,YES,YES
ID13300,22,MALE,SUBURBAN,27567.31,NO,1,NO,YES,YES,,YES
ID13301,42,FEMALE,TOWN,45969.15,YES,4,YES,NO,NO,YES,NO
ID13302,20,MALE,TOWN,76996.97,NO,5,YES,NO,NO,,YES
ID13303,70,FEMALE,INNER_CITY,12168.18,NO,5,YES,NO,YES,NO,NO
ID13304,61,FEMALE,INNER_CITY,85025.41,NO,,NO,YES,NO,,YES
ID13305,33,FEMALE,TOWN,29141.34,NO,,NO,NO,YES,NO,YES
ID13306,57,MALE,INNER_CITY,38265.24,NO,,YES,NO,NO,,YES
ID13307,74,MALE,INNER_CITY,,,5,YES,YES,YES,NO,YES
ID13308,71,MALE,RURAL,54126.14,NO,5,NO,NO,NO,,NO
ID13309,75,MALE,INNER_CITY,,YES,0,NO,NO,YES,YES,NO
ID13310,74,FEMALE,RURAL,52614.52,,,YES,NO,YES,YES,YES
ID13311,70,FEMALE,TOWN,,YES,0,NO,YES,YES,NO,NO
ID13312,66,MALE,RURAL,43335.23,,3,NO,YES,YES,,NO
ID13313,44,FEMALE,TOWN,56177.85,YES,1,YES,YES,YES,YES,NO
ID13314,73,FEMALE,TOWN,26321.63,NO,,NO,YES,YES,YES,NO
ID13315,70,FEMALE,RURAL,,NO,0,YES,YES,NO,,NO
ID13316,49,MALE,SUBURBAN,6495.36,NO,5,YES,NO,NO,,YES
ID13317,75,MALE,SUBURBAN,9842.12,NO,3,NO,NO,YES,NO,NO
ID13318,63,MALE,TOWN,73508.65,NO,3,NO,YES,NO,,NO
ID13319,39,MALE,INNER_CITY,28501.94,,5,YES,NO,YES,YES,YES
ID13320,52,MALE,SUBURBAN,51627.8,YES,5,YES,NO,NO,,YES
ID13321,72,MALE,SUBURBAN,20225.86,YES,0,NO,NO,YES,NO,NO
ID13322,71,MALE,RURAL,77017.4,NO,5,YES,YES,NO,NO,NO
ID13323,46,MALE,SUBURBAN,90983.28,NO,,NO,YES,NO,YES,NO
ID13324,57,FEMALE,TOWN,,YES,3,YES,YES,YES,NO,YES
ID13325,38,FEMALE,RURAL,37958.17,,2,YES,YES,NO,YES,NO
ID13326,25,MALE,SUBURBAN,75812.52,YES,0,YES,YES,YES,NO,NO
ID13327,66,FEMALE,SUBURBAN,73770.73,,,NO,NO,YES,,NO
ID13328,73,FEMALE,TOWN,5979.04,YES,1,YES,NO,NO,NO,YES
ID13329,19,FEMALE,INNER_CITY,,YES,5,NO,NO,YES,YES,NO
ID13330,56,MALE,INNER_CITY,93087.12,NO,4,NO,NO,NO,YES,YES
ID13331,34,MALE,TOWN,59815.07,YES,1,YES,YES,NO,YES,NO
ID13332,75,FEMALE,SUBURBAN,68026.51,NO,,NO,YES,YES,NO,YES
ID13333,49,FEMALE,INNER_CITY,28945.05,NO,0,NO,NO,NO,YES,NO
ID13334,51,MALE,SUBURBAN,52865.35,NO,1,NO,YES,YES,,YES
ID13335,29,MALE,SUBURBAN,5317.95,NO,5,YES,NO,YES,YES,YES
ID13336,60,FEMALE,INNER_CITY,27795.96,,1,YES,NO,NO,YES,YES
