_id,age,sex,region,income,married,children,car,save_act,current_act,mortgage,pep
ID13535,63,FEMALE,INNER_CITY,87916.36,,,NO,NO,NO,NO,YES
ID13536,55,FEMALE,TOWN,77794.78,YES,3,NO,YES,NO,NO,NO
ID13537,29,MALE,SUBURBAN,62470.14,YES,3,YES,YES,YES,NO,NO
ID13538,66,MALE,SUBURBAN,57031.18,NO,3,YES,NO,YES,YES,NO
ID13539,66,FEMALE,TOWN,53771.2,YES,,YES,NO,NO,NO,YES
ID13540,44,FEMALE,TOWN,92287.96,NO,3,NO,YES,YES,,NO
ID13541,20,FEMALE,TOWN,32189.73,NO,,YES,YES,NO,YES,NO
ID13542,40,FEMALE,TOWN,68671.74,YES,,NO,YES,YES,,YES
ID13543,58,FEMALE,INNER_CITY,78195.47,NO,1,YES,YES,NO,NO,YES
ID13544,28,FEMALE,TOWN,84058.68,,0,YES,YES,NO,,NO
ID13545,25,MALE,RURAL,17199.96,NO,,YES,YES,NO,YES,YES
ID13546,75,FEMALE,INNER_CITY,48026.71,NO,2,YES,NO,YES,,NO
ID13547,45,MALE,RURAL,38972.69,,4,YES,YES,YES,NO,YES
ID13548,67,MALE,SUBURBAN,83209.53,,2,NO,NO,YES,YES,YES
ID13549,60,MALE,SUBURBAN,19931.7,,4,NO,NO,NO,,NO
ID13550,55,FEMALE,INNER_CITY,11043.78,,,YES,NO,NO,NO,YES
ID13551,32,MALE,TOWN,35399.95,,0,YES,NO,YES,NO,NO
ID13552,33,FEMALE,RURAL,20826.85,NO,,YES,YES,NO,,NO
ID13553,32,MALE,TOWN,62368.37,YES,5,YES,YES,NO,NO,YES
ID13554,71,FEMALE,SUBURBAN,94323.08,YES,4,NO,NO,YES,NO,NO
ID13555,47,FEMALE,INNER_CITY,37378.35,YES,4,NO,YES,NO,,NO
ID13556,21,FEMALE,SUBURBAN,10676.72,,4,NO,YES,NO,YES,YES
ID13557,21,MALE,SUBURBAN,82866.53,,0,NO,NO,NO,,NO
ID13558,33,FEMALE,INNER_CITY,94928.43,NO,5,NO,YES,YES,,NO
ID13559,32,FEMALE,INNER_CITY,35621.03,NO,,NO,YES,YES,NO,NO
ID13560,55,FEMALE,RURAL,78868.2,,1,NO,NO,NO,,YES
ID13561,19,FEMALE,SUBURBAN,51266.2,YES,,NO,NO,NO,NO,YES
ID13562,36,FEMALE,RURAL,77175.56,,,NO,YES,NO,,YES
ID13563,67,FEMALE,TOWN,69001.93,YES,,YES,YES,YES,,YES
ID13564,61,MALE,RURAL,47629.16,NO,1,YES,NO,YES,YES,NO
ID13565,75,MALE,INNER_CITY,35276.0,YES,0,NO,NO,NO,,NO
ID13566,62,MALE,RURAL,85201.44,YES,0,YES,YES,YES,NO,NO
ID13567,22,MALE,TOWN,91181.19,NO,3,NO,NO,YES,NO,NO
ID13568,33,MALE,RURAL,92545.68,NO,,NO,YES,NO,,NO
ID13569,22,MALE,RURAL,86154.92,NO,4,YES,YES,YES,,YES
ID13570,21,FEMALE,INNER_CITY,16311.9,,0,YES,NO,YES,YES,NO
ID13571,50,MALE,TOWN,83203.74,YES,2,YES,NO,NO,YES,NO
ID13572,25,MALE,RURAL,62391.93,YES,5,NO,NO,NO,YES,YES
ID13573,33,MALE,SUBURBAN,39077.56,YES,3,YES,YES,YES,NO,NO
ID13574,56,MALE,SUBURBAN,,NO,3,NO,YES,NO,YES,YES
ID13575,53,MALE,RURAL,64289.27,,5,NO,NO,NO,NO,YES
ID13576,25,FEMALE,RURAL,40608.82,NO,0,YES,YES,YES,YES,YES
ID13577,71,FEMALE,TOWN,80195.38,YES,,YES,NO,YES,,NO
ID13578,32,MALE,SUBURBAN,6048.81,YES,2,YES,YES,YES,,NO
ID13579,23,FEMALE,TOWN,42419.28,,0,NO,NO,YES,,YES
ID13580,74,FEMALE,TOWN,90383.27,NO,0,NO,NO,NO,,YES
ID13581,40,MALE,SUBURBAN,44504.92,,,NO,NO,YES,YES,NO
ID13582,18,MALE,TOWN,76109.98,,1,YES,NO,NO,YES,YES
ID13583,58,MALE,INNER_CITY,89363.28,YES,,NO,NO,YES,NO,YES
ID13584,74,MALE,INNER_CITY,13825.12,,,NO,YES,YES,NO,NO
ID13585,69,FEMALE,SUBURBAN,7833.36,YES,0,YES,YES,NO,NO,YES
ID13586,37,FEMALE,SUBURBAN,18973.39,,4,NO,NO,YES,,YES
ID13587,37,FEMALE,SUBURBAN,35070.56,,,YES,NO,NO,NO,NO
ID13588,65,MALE,TOWN,70799.19,NO,4,YES,NO,YES,YES,NO
ID13589,35,MALE,SUBURBAN,72613.69,,5,YES,YES,YES,YES,NO
ID13590,39,FEMALE,TOWN,11294.34,,2,YES,NO,YES,,YES
ID13591,29,MALE,SUBURBAN,15023.91,,,NO,NO,YES,NO,NO
ID13592,55,FEMALE,INNER_CITY,58356.97,,2,YES,NO,YES,NO,YES
ID13593,27,MALE,TOWN,85613.22,YES,3,NO,NO,NO,,YES
ID13594,22,FEMALE,INNER_CITY,87085.33,YES,,NO,NO,YES,YES,NO
ID13595,74,MALE,SUBURBAN,21946.7,,4,NO,NO,NO,,YES
ID13596,75,MALE,TOWN,40691.49,,4,NO,NO,YES,YES,NO
ID13597,55,FEMALE,TOWN,49293.08,NO,,NO,NO,YES,YES,YES
ID13598,46,MALE,INNER_CITY,,YES,2,NO,NO,YES,YES,NO
ID13599,38,FEMALE,SUBURBAN,86445.41,,2,YES,YES,NO,,YES
ID13600,25,MALE,RURAL,35628.83,,,NO,NO,YES,NO,YES
ID13601,45,FEMALE,SUBURBAN,63735.91,NO,2,NO,NO,YES,NO,YES
ID13602,35,FEMALE,INNER_CITY,80491.73,,1,YES,YES,NO,YES,NO
ID13603,63,MALE,SUBURBAN,21214.33,,,YES,YES,YES,YES,NO
ID13604,56,MALE,INNER_CITY,,,4,NO,YES,NO,YES,NO
ID13605,59,FEMALE,SUBURBAN,62848.65,,,YES,NO,NO,YES,YES
ID13606,42,MALE,INNER_CITY,19268.85,YES,2,YES,YES,YES,YES,YES
ID13607,64,FEMALE,TOWN,,,,NO,YES,NO,NO,NO
ID13608,31,MALE,SUBURBAN,67275.03,,3,NO,NO,NO,NO,NO
ID13609,46,MALE,INNER_CITY,34687.61,,5,NO,NO,NO,YES,NO
ID13610,30,FEMALE,INNER_CITY,10636.47,,,YES,YES,YES,NO,NO
ID13611,32,FEMALE,SUBURBAN,71947.19,,4,YES,NO,YES,YES,YES
ID13612,68,FEMALE,TOWN,38837.84,,2,NO,NO,YES,NO,YES
ID13613,48,MALE,RURAL,83370.07,YES,,NO,YES,NO,NO,YES
ID13614,39,MALE,SUBURBAN,69902.81,YES,,YES,NO,YES,,NO
ID13615,62,FEMALE,RURAL,71777.37,YES,2,YES,NO,YES,YES,NO
ID13616,37,MALE,INNER_CITY,92244.13,NO,,YES,NO,YES,YES,YES
ID13617,52,FEMALE,SUBURBAN,39101.97,YES,0,YES,YES,YES,,NO
ID13618,49,MALE,INNER_CITY,23687.2,YES,1,YES,NO,NO,YES,YES
ID13619,49,MALE,SUBURBAN,,NO,1,YES,NO,NO,,NO
ID13620,30,FEMALE,RURAL,39481.52,,1,NO,NO,NO,,YES
ID13621,33,FEMALE,INNER_CITY,42160.62,NO,,NO,YES,YES,NO,NO
ID13622,63,MALE,INNER_CITY,81449.22,,0,NO,NO,YES,YES,NO
ID13623,61,MALE,SUBURBAN,7239.49,NO,,YES,NO,YES,NO,NO
ID13624,71,MALE,TOWN,61424.02,YES,5,YES,NO,YES,YES,NO
ID13625,28,FEMALE,SUBURBAN,70423.72,,1,NO,YES,NO,NO,YES
ID13626,31,FEMALE,RURAL,81611.76,YES,2,NO,YES,YES,,YES
ID13627,52,MALE,RURAL,94687.78,,5,YES,NO,YES,YES,NO
ID13628,23,FEMALE,INNER_CITY,61837.59,NO,5,YES,YES,NO,NO,NO
ID13629,69,FEMALE,SUBURBAN,59688.11,,3,NO,NO,YES,NO,YES
ID13630,60,MALE,INNER_CITY,,NO,2,YES,NO,YES,YES,NO
ID13631,64,MALE,RURAL,37156.34,NO,5,YES,NO,NO,,NO
ID13632,57,MALE,RURAL,16334.14,YES,0,NO,NO,YES,YES,YES
ID13633,24,FEMALE,INNER_CITY,,YES,3,YES,NO,NO,YES,NO
ID13634,41,MALE,TOWN,,,,YES,NO,NO,NO,YES
ID13635,59,FEMALE,INNER_CITY,96282.04,NO,,NO,YES,NO,NO,NO
ID13636,75,MALE,INNER_CITY,38344.09,NO,2,NO,YES,NO,,NO
ID13637,54,FEMALE,SUBURBAN,85489.9,YES,3,NO,NO,NO,,YES
ID13638,58,FEMALE,RURAL,22616.18,,,NO,NO,NO,,YES
ID13639,20,FEMALE,SUBURBAN,64285.24,YES,4,NO,NO,NO,NO,YES
ID13640,54,MALE,RURAL,65683.03,,2,NO,NO,YES,YES,YES
ID13641,62,MALE,SUBURBAN,61585.38,,,YES,YES,NO,YES,YES
ID13642,73,MALE,INNER_CITY,90675.59,NO,2,NO,NO,NO,,YES
ID13643,73,MALE,INNER_CITY,62180.01,NO,5,NO,NO,NO,NO,YES
ID13644,73,FEMALE,INNER_CITY,79751.46,,5,NO,YES,YES,YES,NO
ID13645,46,MALE,RURAL,,,5,NO,YES,NO,,NO
ID13646,35,MALE,TOWN,25452.82,NO,,YES,NO,NO,NO,NO
ID13647,36,MALE,SUBURBAN,22503.58,YES,5,NO,NO,NO,NO,NO
ID13648,59,MALE,SUBURBAN,62905.53,YES,4,NO,NO,YES,,YES
ID13649,40,MALE,TOWN,83103.06,NO,,YES,NO,NO,,YES
ID13650,50,MALE,RURAL,,YES,0,NO,YES,YES,YES,YES
ID13651,26,MALE,SUBURBAN,87822.06,NO,1,YES,YES,NO,YES,NO
ID13652,68,FEMALE,TOWN,48453.38,NO,4,YES,NO,YES,NO,NO
ID13653,70,FEMALE,TOWN,75750.37,YES,,YES,YES,NO,,NO
ID13654,63,FEMALE,SUBURBAN,17758.52,YES,3,NO,NO,NO,NO,NO
ID13655,67,FEMALE,TOWN,65668.02,,4,YES,NO,NO,YES,NO
ID13656,73,FEMALE,SUBURBAN,98063.4,,,YES,YES,YES,NO,NO
ID13657,61,MALE,SUBURBAN,69211.33,YES,0,YES,YES,NO,,NO
ID13658,56,MALE,SUBURBAN,,NO,0,NO,YES,NO,NO,YES
ID13659,24,MALE,INNER_CITY,85154.16,,2,NO,NO,NO,,NO
ID13660,35,FEMALE,SUBURBAN,85510.01,NO,0,YES,YES,YES,NO,YES
ID13661,56,FEMALE,RURAL,10609.96,NO,4,NO,YES,YES,YES,YES
ID13662,39,MALE,INNER_CITY,42150.13,,2,NO,YES,YES,,NO
ID13663,25,MALE,SUBURBAN,40041.61,,2,NO,YES,YES,NO,YES
ID13664,60,FEMALE,TOWN,88239.21,YES,1,YES,YES,YES,,NO
ID13665,62,FEMALE,INNER_CITY,37798.22,,3,YES,NO,YES,NO,NO
ID13666,20,FEMALE,INNER_CITY,31263.65,YES,,NO,NO,YES,YES,NO
ID13667,35,MALE,RURAL,70457.48,NO,4,NO,NO,NO,NO,NO
ID13668,35,FEMALE,SUBURBAN,,,0,YES,YES,NO,,YES
ID13669,72,MALE,TOWN,82210.32,YES,3,NO,NO,YES,,NO
ID13670,51,FEMALE,SUBURBAN,94547.17,,2,YES,NO,NO,,YES
ID13671,26,FEMALE,INNER_CITY,20069.03,NO,0,NO,NO,NO,NO,YES
ID13672,39,MALE,TOWN,82631.91,YES,5,YES,YES,YES,YES,YES
ID13673,28,FEMALE,INNER_CITY,72271.9,,2,NO,NO,YES,NO,NO
ID13674,59,FEMALE,SUBURBAN,89823.69,,4,NO,YES,NO,NO,NO
ID13675,57,MALE,RURAL,8470.4,,,NO,NO,YES,NO,YES
ID13676,68,MALE,TOWN,71672.18,YES,4,NO,NO,NO,,YES
ID13677,52,MALE,TOWN,53418.78,NO,1,YES,YES,YES,YES,YES
ID13678,35,MALE,RURAL,78723.54,,2,YES,YES,NO,YES,YES
ID13679,43,MALE,INNER_CITY,33778.1,,0,YES,YES,YES,NO,YES
ID13680,65,MALE,TOWN,97264.13,NO,5,YES,NO,YES,NO,YES
ID13681,35,MALE,RURAL,,YES,2,YES,NO,YES,YES,NO
ID13682,42,MALE,INNER_CITY,79764.48,YES,4,NO,YES,YES,,NO
ID13683,72,FEMALE,INNER_CITY,18321.25,,2,NO,NO,NO,,NO
ID13684,62,MALE,INNER_CITY,99017.75,,2,NO,YES,YES,,YES
ID13685,73,MALE,INNER_CITY,22979.43,,2,YES,YES,YES,NO,NO
ID13686,71,FEMALE,TOWN,72489.96,NO,0,NO,NO,YES,NO,NO
ID13687,39,MALE,INNER_CITY,27756.46,YES,3,NO,YES,NO,NO,NO
ID13688,47,MALE,TOWN,21193.68,,,NO,NO,YES,YES,YES
ID13689,42,FEMALE,SUBURBAN,45014.37,,2,NO,NO,NO,,NO
ID13690,53,MALE,RURAL,12343.37,YES,,NO,YES,YES,NO,YES
ID13691,34,FEMALE,RURAL,,NO,,YES,YES,NO,NO,YES
ID13692,23,MALE,INNER_CITY,96896.38,NO,2,NO,NO,YES,YES,NO
ID13693,61,MALE,SUBURBAN,20606.07,YES,,NO,YES,YES,NO,YES
ID13694,34,FEMALE,SUBURBAN,93515.4,YES,,NO,NO,NO,,NO
ID13695,45,MALE,RURAL,44409.28,,2,NO,NO,NO,YES,NO
ID13696,69,FEMALE,SUBURBAN,71583.8,YES,,YES,NO,YES,YES,YES
ID13697,72,FEMALE,SUBURBAN,71696.6,NO,1,YES,NO,NO,NO,NO
ID13698,65,MALE,INNER_CITY,17035.54,NO,,YES,NO,YES,YES,YES
ID13699,37,MALE,INNER_CITY,28829.63,,2,YES,YES,YES,NO,NO
ID13700,25,FEMALE,SUBURBAN,25062.8,,5,NO,YES,YES,,YES
ID13701,38,FEMALE,INNER_CITY,,YES,2,YES,NO,YES,,NO
ID13702,52,FEMALE,INNER_CITY,7981.56,YES,2,YES,YES,NO,,YES
ID13703,24,MALE,SUBURBAN,77171.6,,0,YES,YES,YES,,NO
ID13704,41,FEMALE,INNER_CITY,81781.86,,0,YES,YES,NO,,NO
ID13705,38,MALE,RURAL,51355.91,YES,0,NO,NO,NO,NO,YES
ID13706,48,MALE,INNER_CITY,,YES,,NO,NO,YES,,NO
ID13707,25,FEMALE,TOWN,73695.74,,,NO,NO,YES,NO,NO
ID13708,38,MALE,RURAL,5320.94,NO,5,YES,NO,NO,,YES
ID13709,34,MALE,RURAL,,YES,,NO,NO,YES,NO,NO
ID13710,33,MALE,TOWN,90600.92,NO,4,NO,NO,NO,NO,NO
ID13711,46,MALE,TOWN,48009.46,,,YES,YES,NO,NO,YES
ID13712,50,MALE,RURAL,45523.65,YES,2,NO,NO,YES,YES,NO
ID13713,71,FEMALE,INNER_CITY,37917.05,,1,YES,NO,NO,NO,YES
ID13714,47,FEMALE,SUBURBAN,18819.59,NO,3,NO,NO,NO,NO,NO
ID13715,74,FEMALE,RURAL,38591.0,NO,,NO,NO,YES,YES,NO
ID13716,54,MALE,RURAL,39926.68,,3,YES,YES,YES,YES,NO
ID13717,50,FEMALE,SUBURBAN,,YES,2,YES,NO,NO,,NO
ID13718,63,FEMALE,RURAL,75424.87,NO,0,NO,NO,YES,NO,YES
ID13719,60,FEMALE,RURAL,57482.76,,4,NO,NO,NO,,NO
ID13720,35,FEMALE,INNER_CITY,41237.03,,0,YES,NO,NO,,YES
ID13721,64,FEMALE,TOWN,49856.93,YES,0,YES,YES,YES,NO,NO
ID13722,33,FEMALE,TOWN,66639.95,YES,0,NO,YES,NO,,YES
ID13723,55,FEMALE,INNER_CITY,11823.27,NO,4,YES,NO,NO,YES,NO
ID13724,49,FEMALE,SUBURBAN,76281.4,YES,1,YES,YES,NO,NO,NO
ID13725,25,MALE,SUBURBAN,92501.22,NO,5,YES,YES,NO,,NO
ID13726,42,MALE,SUBURBAN,26323.22,,0,NO,NO,YES,,NO
ID13727,29,MALE,TOWN,38416.43,NO,,NO,YES,YES,NO,YES
ID13728,49,MALE,RURAL,42749.13,NO,5,NO,NO,YES,YES,YES
ID13729,45,FEMALE,SUBURBAN,50679.87,NO,5,YES,NO,YES,,NO
ID13730,43,FEMALE,RURAL,69169.63,,3,YES,YES,YES,,YES
ID13731,32,FEMALE,TOWN,35355.04,NO,4,NO,NO,NO,YES,YES
ID13732,51,MALE,TOWN,24445.5,NO,2,NO,NO,NO,,NO
ID13733,52,MALE,SUBURBAN,99886.68,,2,NO,YES,NO,NO,YES
ID13734,73,FEMALE,TOWN,73357.82,,2,YES,YES,YES,,YES
ID13735,25,FEMALE,RURAL,20322.79,,4,NO,NO,YES,YES,NO
ID13736,19,MALE,SUBURBAN,27569.55,YES,,NO,NO,YES,YES,YES
ID13737,38,MALE,SUBURBAN,20626.87,,,NO,YES,NO,,YES
ID13738,33,MALE,RURAL,46235.2,,,YES,YES,NO,,NO
ID13739,37,MALE,RURAL,68383.54,YES,0,YES,NO,YES,YES,YES
ID13740,38,MALE,TOWN,76320.93,NO,,YES,NO,NO,YES,NO
ID13741,19,MALE,INNER_CITY,83529.82,YES,,YES,NO,NO,YES,NO
ID13742,34,FEMALE,RURAL,87751.48,,2,NO,NO,YES,YES,NO
ID13743,59,FEMALE,RURAL,21402.23,,3,NO,NO,NO,YES,YES
ID13744,24,FEMALE,TOWN,80852.79,,4,NO,NO,YES,NO,NO
ID13745,21,MALE,INNER_CITY,,NO,4,YES,YES,YES,YES,NO
ID13746,58,MALE,TOWN,94347.04,YES,,YES,YES,YES,NO,YES
ID13747,19,MALE,RURAL,90940.13,,,NO,NO,YES,NO,NO
ID13748,35,FEMALE,TOWN,59532.04,YES,5,NO,YES,NO,NO,NO
ID13749,38,FEMALE,SUBURBAN,99533.9,,,NO,YES,YES,NO,NO
ID13750,24,MALE,TOWN,75128.26,YES,,NO,YES,NO,,YES
ID13751,72,FEMALE,SUBURBAN,78870.4,NO,4,YES,NO,YES,NO,NO
ID13752,39,MALE,INNER_CITY,94837.14,,,NO,NO,NO,NO,NO
ID13753,54,FEMALE,INNER_CITY,63340.8,NO,,YES,YES,YES,YES,NO
ID13754,52,MALE,SUBURBAN,74604.17,YES,1,YES,NO,YES,NO,NO
ID13755,55,MALE,INNER_CITY,70432.98,,4,NO,YES,YES,NO,NO
ID13756,66,FEMALE,TOWN,94136.4,YES,,YES,NO,YES,YES,NO
ID13757,55,MALE,INNER_CITY,,YES,3,YES,YES,YES,YES,NO
ID13758,73,FEMALE,TOWN,43296.41,,5,NO,YES,NO,,YES
ID13759,20,MALE,SUBURBAN,,YES,2,NO,YES,NO,NO,YES
ID13760,36,MALE,RURAL,96879.29,YES,3,NO,YES,NO,NO,NO
ID13761,34,MALE,INNER_CITY,,NO,,YES,NO,YES,,NO
ID13762,51,MALE,RURAL,48220.73,,3,NO,NO,NO,YES,NO
ID13763,59,MALE,SUBURBAN,5062.09,,0,NO,NO,YES,NO,YES
ID13764,70,FEMALE,TOWN,19201.16,NO,5,YES,NO,YES,NO,YES
ID13765,26,MALE,RURAL,19489.25,YES,1,NO,YES,YES,NO,NO
ID13766,29,FEMALE,INNER_CITY,14514.89,YES,,NO,YES,NO,NO,NO
ID13767,22,MALE,RURAL,58451.23,NO,2,NO,NO,NO,YES,NO
ID13768,50,MALE,TOWN,19549.02,NO,1,NO,NO,YES,YES,YES
ID13769,22,MALE,TOWN,32178.95,NO,,YES,NO,NO,NO,YES
ID13770,61,MALE,RURAL,31601.13,YES,,NO,YES,NO,,NO
ID13771,22,MALE,RURAL,34710.76,YES,2,NO,YES,NO,YES,NO
ID13772,31,FEMALE,INNER_CITY,93532.67,NO,0,YES,YES,NO,,NO
ID13773,42,FEMALE,SUBURBAN,53312.74,,,NO,NO,NO,YES,NO
ID13774,45,MALE,RURAL,11925.6,NO,4,NO,NO,YES,NO,YES
ID13775,53,MALE,INNER_CITY,56110.56,NO,2,NO,YES,NO,YES,YES
ID13776,36,MALE,INNER_CITY,17461.29,,4,NO,YES,YES,NO,NO
ID13777,18,FEMALE,RURAL,71201.62,YES,,NO,YES,NO,YES,NO
ID13778,31,FEMALE,INNER_CITY,,,0,NO,NO,NO,NO,NO
ID13779,31,MALE,TOWN,61802.83,YES,,YES,NO,NO,YES,NO
ID13780,51,FEMALE,SUBURBAN,42373.33,NO,5,NO,NO,NO,,NO
ID13781,25,FEMALE,RURAL,96337.61,YES,5,NO,NO,NO,YES,NO
ID13782,20,FEMALE,SUBURBAN,30281.24,YES,1,YES,YES,NO,NO,YES
ID13783,67,FEMALE,INNER_CITY,97799.7,YES,0,YES,YES,NO,,YES
ID13784,63,FEMALE,INNER_CITY,84801.84,,2,NO,NO,NO,NO,YES
ID13785,23,MALE,TOWN,,YES,4,YES,NO,YES,NO,NO
ID13786,55,FEMALE,RURAL,32211.94,NO,4,YES,YES,YES,YES,YES
ID13787,74,FEMALE,SUBURBAN,66363.55,,4,NO,NO,YES,NO,YES
ID13788,28,FEMALE,TOWN,44023.7,NO,4,YES,NO,YES,NO,NO
ID13789,56,MALE,RURAL,26311.93,NO,,YES,NO,NO,NO,NO
ID13790,24,MALE,SUBURBAN,35833.86,NO,5,NO,NO,YES,NO,YES
ID13791,56,FEMALE,SUBURBAN,14693.47,YES,0,NO,YES,YES,NO,NO
ID13792,67,FEMALE,SUBURBAN,69686.67,YES,0,NO,YES,YES,YES,NO
ID13793,24,MALE,TOWN,,YES,0,YES,NO,NO,NO,YES
ID13794,20,MALE,SUBURBAN,,,,YES,YES,YES,NO,YES
ID13795,68,FEMALE,RURAL,60533.18,NO,0,NO,YES,YES,YES,NO
ID13796,66,MALE,SUBURBAN,89738.66,NO,2,YES,YES,YES,YES,NO
ID13797,32,FEMALE,INNER_CITY,72045.03,NO,4,YES,YES,YES,NO,NO
ID13798,31,MALE,RURAL,89886.01,YES,0,YES,NO,YES,YES,YES
ID13799,60,FEMALE,INNER_CITY,,NO,2,YES,NO,NO,NO,YES
ID13800,75,MALE,INNER_CITY,25899.16,NO,2,NO,YES,NO,YES,YES
ID13801,63,MALE,RURAL,,,1,YES,YES,YES,NO,YES
ID13802,48,FEMALE,INNER_CITY,9171.74,,1,YES,NO,NO,YES,NO
ID13803,75,MALE,SUBURBAN,29913.72,NO,3,YES,YES,NO,,NO
ID13804,39,FEMALE,RURAL,86877.41,,4,NO,YES,YES,,NO
ID13805,30,FEMALE,RURAL,,YES,5,NO,NO,YES,YES,YES
ID13806,19,FEMALE,SUBURBAN,,YES,3,NO,NO,NO,NO,NO
ID13807,36,FEMALE,SUBURBAN,67357.34,NO,3,YES,NO,YES,NO,NO
ID13808,30,FEMALE,RURAL,10270.21,NO,2,NO,YES,NO,YES,NO
ID13809,72,FEMALE,SUBURBAN,74924.25,,,NO,NO,YES,,YES
ID13810,48,FEMALE,TOWN,58421.89,NO,1,YES,NO,NO,NO,NO
ID13811,19,FEMALE,TOWN,14741.33,NO,1,NO,YES,NO,YES,NO
ID13812,24,MALE,SUBURBAN,6902.93,NO,,NO,YES,YES,,YES
ID13813,23,FEMALE,INNER_CITY,11572.97,,2,NO,NO,NO,NO,NO
ID13814,38,MALE,RURAL,80302.26,,3,YES,YES,YES,,YES
ID13815,33,MALE,INNER_CITY,,,,NO,NO,YES,YES,YES
ID13816,26,FEMALE,TOWN,56703.21,NO,1,NO,YES,NO,YES,NO
ID13817,36,MALE,RURAL,,,0,YES,NO,YES,NO,YES
ID13818,46,FEMALE,TOWN,,NO,3,NO,YES,NO,YES,YES
ID13819,74,FEMALE,SUBURBAN,97107.65,,,NO,YES,NO,YES,NO
ID13820,43,MALE,RURAL,,NO,2,YES,NO,YES,,NO
ID13821,38,FEMALE,SUBURBAN,17575.37,,2,YES,YES,NO,YES,NO
ID13822,71,FEMALE,TOWN,83615.56,YES,5,YES,NO,NO,NO,YES
ID13823,26,FEMALE,INNER_CITY,51587.16,YES,3,YES,YES,YES,NO,NO
ID13824,19,FEMALE,TOWN,,,0,YES,YES,YES,NO,NO
ID13825,37,MALE,RURAL,55539.06,,,NO,YES,NO,NO,NO
ID13826,36,FEMALE,TOWN,82596.39,NO,0,NO,YES,NO,YES,YES
ID13827,51,MALE,TOWN,97480.12,,1,YES,YES,YES,,NO
ID13828,51,FEMALE,RURAL,17698.38,YES,4,NO,YES,NO,,NO
ID13829,60,MALE,SUBURBAN,95583.96,,0,YES,YES,YES,NO,YES
ID13830,66,MALE,INNER_CITY,,NO,0,YES,NO,YES,NO,NO
ID13831,36,FEMALE,RURAL,79862.93,YES,2,YES,YES,NO,YES,NO
ID13832,40,FEMALE,RURAL,30510.68,YES,1,YES,NO,NO,NO,YES
ID13833,30,MALE,RURAL,,NO,3,YES,NO,YES,,YES
ID13834,24,FEMALE,SUBURBAN,36357.74,YES,0,YES,YES,YES,NO,YES
ID13835,29,MALE,INNER_CITY,25990.0,YES,,YES,YES,NO,,YES
