_id,age,sex,region,income,married,children,car,save_act,current_act,mortgage,pep
ID13564,70,FEMALE,TOWN,25187.44,NO,3,YES,YES,YES,NO,NO
ID13565,34,FEMALE,SUBURBAN,82802.3,YES,4,NO,NO,YES,NO,NO
ID13566,62,MALE,RURAL,96452.88,NO,,NO,YES,NO,NO,NO
ID13567,18,FEMALE,INNER_CITY,,,4,YES,YES,NO,NO,YES
ID13568,47,FEMALE,TOWN,20044.93,YES,4,NO,NO,YES,,YES
ID13569,52,FEMALE,TOWN,,NO,0,YES,NO,YES,YES,NO
ID13570,64,FEMALE,TOWN,67986.71,,1,NO,YES,NO,,YES
ID13571,21,MALE,TOWN,98332.82,,1,YES,YES,YES,NO,YES
ID13572,26,MALE,RURAL,,YES,,YES,YES,YES,,YES
ID13573,55,MALE,INNER_CITY,78859.69,,,NO,NO,NO,NO,YES
ID13574,19,MALE,TOWN,98712.49,,0,NO,NO,YES,NO,YES
ID13575,71,MALE,TOWN,73213.95,YES,2,NO,NO,YES,YES,NO
ID13576,51,MALE,SUBURBAN,61945.23,,1,NO,NO,YES,YES,NO
ID13577,71,MALE,TOWN,12889.13,NO,4,YES,YES,YES,,NO
ID13578,29,MALE,TOWN,53986.12,,3,NO,NO,YES,,NO
ID13579,28,MALE,INNER_CITY,35498.6,NO,2,YES,NO,YES,,YES
ID13580,68,FEMALE,TOWN,13009.27,NO,3,NO,YES,NO,YES,NO
ID13581,48,MALE,TOWN,14499.82,,4,YES,NO,YES,NO,NO
ID13582,31,MALE,SUBURBAN,40584.49,,1,NO,NO,NO,YES,YES
ID13583,53,FEMALE,INNER_CITY,54176.55,NO,3,NO,NO,YES,NO,YES
ID13584,59,FEMALE,TOWN,8522.55,YES,1,YES,NO,YES,,YES
ID13585,63,FEMALE,RURAL,50039.14,NO,3,NO,YES,NO,YES,YES
ID13586,70,MALE,INNER_CITY,89269.71,YES,2,YES,NO,NO,NO,YES
ID13587,45,MALE,SUBURBAN,49705.85,,,NO,YES,NO,NO,NO
ID13588,72,FEMALE,INNER_CITY,79583.09,,0,NO,NO,NO,NO,NO
ID13589,23,FEMALE,INNER_CITY,23222.49,NO,0,NO,YES,NO,,NO
ID13590,45,MALE,SUBURBAN,41820.55,,4,YES,YES,YES,YES,NO
ID13591,58,MALE,INNER_CITY,,,3,YES,NO,YES,NO,YES
ID13592,61,MALE,SUBURBAN,45027.85,,,NO,NO,NO,NO,NO
ID13593,23,MALE,TOWN,55771.68,,3,NO,NO,YES,YES,YES
ID13594,65,FEMALE,TOWN,87665.18,,,NO,YES,YES,YES,NO
ID13595,19,MALE,TOWN,8791.4,NO,1,YES,YES,NO,NO,YES
ID13596,20,MALE,TOWN,73870.52,,4,NO,YES,NO,,YES
ID13597,33,FEMALE,TOWN,76811.11,,1,NO,YES,NO,,YES
ID13598,67,MALE,INNER_CITY,35733.96,,,NO,YES,NO,,NO
ID13599,37,FEMALE,SUBURBAN,,YES,1,NO,NO,NO,YES,NO
ID13600,28,MALE,TOWN,15011.15,NO,,NO,YES,NO,NO,NO
ID13601,30,FEMALE,INNER_CITY,6653.77,YES,,NO,NO,YES,YES,YES
ID13602,42,MALE,INNER_CITY,50581.78,NO,2,YES,NO,YES,,YES
ID13603,72,MALE,TOWN,58187.63,NO,0,YES,NO,YES,NO,YES
ID13604,21,FEMALE,SUBURBAN,23225.92,,4,NO,NO,NO,YES,YES
ID13605,40,FEMALE,TOWN,27472.8,NO,2,NO,NO,YES,YES,NO
ID13606,54,FEMALE,TOWN,83252.71,NO,2,YES,NO,NO,YES,YES
ID13607,42,MALE,SUBURBAN,91709.61,YES,4,NO,NO,YES,NO,NO
ID13608,64,MALE,INNER_CITY,30496.57,,3,YES,YES,NO,YES,NO
ID13609,25,MALE,RURAL,86700.72,NO,,YES,YES,YES,YES,YES
ID13610,40,FEMALE,TOWN,72868.43,,,NO,YES,NO,NO,YES
ID13611,53,FEMALE,INNER_CITY,,YES,0,NO,YES,NO,YES,NO
ID13612,54,FEMALE,SUBURBAN,,,2,YES,NO,YES,YES,NO
ID13613,38,FEMALE,SUBURBAN,95912.14,YES,0,NO,NO,YES,,YES
ID13614,38,FEMALE,RURAL,,NO,1,NO,YES,NO,,NO
ID13615,58,MALE,TOWN,21130.59,YES,3,NO,YES,YES,,NO
ID13616,30,MALE,INNER_CITY,32432.12,YES,,NO,NO,NO,YES,NO
ID13617,57,MALE,RURAL,31613.39,YES,,NO,YES,YES,YES,YES
ID13618,30,MALE,TOWN,22206.26,NO,4,NO,NO,YES,NO,YES
ID13619,32,MALE,SUBURBAN,23395.83,YES,0,NO,YES,NO,NO,YES
ID13620,64,FEMALE,SUBURBAN,75000.67,YES,,YES,NO,NO,YES,YES
ID13621,41,FEMALE,SUBURBAN,47824.36,NO,0,YES,YES,NO,YES,YES
ID13622,44,MALE,TOWN,15609.57,,,YES,NO,YES,YES,YES
ID13623,58,MALE,RURAL,53891.82,NO,,NO,YES,YES,YES,YES
ID13624,65,FEMALE,SUBURBAN,23590.0,YES,4,YES,NO,NO,,NO
ID13625,40,FEMALE,RURAL,82080.17,NO,,NO,YES,YES,YES,NO
ID13626,25,FEMALE,TOWN,65388.47,NO,1,NO,NO,NO,YES,YES
ID13627,63,MALE,RURAL,71726.14,YES,5,NO,YES,YES,YES,NO
ID13628,36,MALE,RURAL,41466.14,,,NO,YES,NO,YES,YES
ID13629,68,FEMALE,RURAL,83595.64,,,NO,NO,YES,NO,NO
ID13630,27,FEMALE,TOWN,99141.1,,1,NO,YES,NO,NO,YES
ID13631,46,FEMALE,TOWN,26623.56,YES,1,YES,YES,NO,,NO
ID13632,58,MALE,INNER_CITY,36291.08,YES,,NO,NO,YES,,YES
ID13633,33,FEMALE,SUBURBAN,88819.55,NO,,NO,YES,NO,YES,NO
ID13634,35,MALE,RURAL,,,0,NO,NO,NO,YES,YES
ID13635,31,MALE,INNER_CITY,87691.74,NO,0,YES,NO,YES,,NO
ID13636,46,FEMALE,SUBURBAN,86888.36,,2,NO,YES,NO,YES,YES
ID13637,61,MALE,TOWN,46663.7,YES,,YES,YES,NO,,NO
ID13638,73,MALE,INNER_CITY,,,4,NO,YES,NO,YES,NO
ID13639,24,MALE,SUBURBAN,95461.64,NO,0,NO,YES,YES,YES,NO
ID13640,58,MALE,TOWN,40184.3,NO,5,YES,YES,NO,,YES
ID13641,65,FEMALE,INNER_CITY,36046.23,NO,5,NO,NO,YES,NO,NO
ID13642,67,FEMALE,INNER_CITY,,YES,4,NO,NO,NO,YES,NO
ID13643,57,FEMALE,INNER_CITY,97740.61,NO,1,NO,NO,YES,NO,NO
ID13644,51,FEMALE,INNER_CITY,92480.33,YES,,NO,NO,NO,,NO
ID13645,28,MALE,TOWN,12522.96,YES,2,YES,YES,NO,NO,YES
ID13646,28,FEMALE,INNER_CITY,33841.4,YES,3,NO,NO,YES,YES,YES
ID13647,26,FEMALE,RURAL,,NO,,YES,NO,NO,NO,NO
ID13648,66,MALE,RURAL,73649.84,YES,4,YES,NO,NO,YES,YES
ID13649,37,FEMALE,RURAL,69779.28,,0,NO,YES,NO,NO,YES
ID13650,68,FEMALE,TOWN,7847.88,,2,YES,NO,NO,,YES
ID13651,22,MALE,TOWN,81384.07,NO,4,YES,YES,YES,,NO
ID13652,54,MALE,SUBURBAN,20025.7,NO,2,NO,YES,NO,YES,NO
ID13653,51,FEMALE,SUBURBAN,64757.37,,,YES,YES,YES,,YES
ID13654,43,MALE,RURAL,,YES,1,NO,NO,NO,NO,NO
ID13655,35,MALE,RURAL,12855.3,YES,2,NO,NO,NO,YES,NO
ID13656,60,MALE,INNER_CITY,35835.4,,2,NO,YES,YES,,NO
ID13657,60,MALE,SUBURBAN,39591.28,YES,5,YES,YES,YES,,YES
ID13658,57,FEMALE,RURAL,87795.19,NO,,NO,YES,NO,YES,NO
ID13659,59,MALE,SUBURBAN,70797.97,NO,1,NO,NO,YES,NO,YES
ID13660,19,FEMALE,TOWN,27850.64,YES,0,YES,YES,NO,NO,NO
ID13661,57,MALE,TOWN,38138.23,YES,1,NO,YES,YES,NO,NO
ID13662,34,MALE,RURAL,11750.51,YES,5,YES,YES,YES,,NO
ID13663,21,FEMALE,TOWN,93213.35,YES,5,YES,YES,YES,NO,NO
ID13664,23,FEMALE,SUBURBAN,73484.38,,,NO,YES,NO,YES,NO
ID13665,29,MALE,SUBURBAN,62377.36,NO,3,YES,NO,YES,,NO
ID13666,48,FEMALE,TOWN,90927.33,,1,YES,NO,YES,NO,YES
ID13667,25,MALE,RURAL,66324.32,,0,YES,NO,YES,NO,YES
ID13668,31,FEMALE,RURAL,49572.9,,0,YES,NO,NO,YES,NO
ID13669,34,MALE,SUBURBAN,,NO,1,YES,YES,YES,YES,YES
ID13670,42,MALE,TOWN,28879.54,YES,2,YES,NO,YES,,YES
ID13671,40,FEMALE,INNER_CITY,42571.42,,2,YES,NO,NO,YES,YES
ID13672,52,FEMALE,TOWN,59716.49,,1,YES,NO,YES,,NO
ID13673,59,FEMALE,INNER_CITY,10860.76,,,YES,YES,NO,NO,YES
ID13674,61,FEMALE,RURAL,55598.96,,,NO,YES,YES,,NO
ID13675,68,MALE,RURAL,41274.33,YES,,NO,NO,NO,NO,NO
ID13676,40,MALE,RURAL,74638.26,YES,3,NO,YES,NO,NO,NO
ID13677,56,FEMALE,TOWN,10649.2,YES,0,YES,YES,YES,YES,YES
ID13678,35,FEMALE,TOWN,75890.83,,,NO,YES,YES,,NO
ID13679,46,FEMALE,INNER_CITY,27091.84,NO,5,YES,NO,YES,,NO
ID13680,35,MALE,RURAL,,NO,4,YES,YES,NO,YES,YES
ID13681,61,MALE,RURAL,,NO,1,YES,NO,YES,NO,NO
ID13682,72,FEMALE,RURAL,66568.82,YES,1,YES,YES,NO,,YES
ID13683,40,MALE,INNER_CITY,24372.53,YES,5,NO,NO,NO,YES,NO
ID13684,46,FEMALE,RURAL,22977.83,,1,NO,NO,YES,YES,YES
ID13685,32,MALE,SUBURBAN,71224.66,,3,YES,YES,YES,YES,NO
ID13686,75,FEMALE,RURAL,67188.08,NO,2,NO,YES,YES,,YES
ID13687,52,FEMALE,INNER_CITY,39615.98,,2,NO,NO,YES,YES,NO
ID13688,44,FEMALE,SUBURBAN,12683.93,NO,,YES,YES,YES,,YES
ID13689,46,FEMALE,RURAL,84308.94,YES,3,YES,YES,YES,YES,NO
ID13690,20,FEMALE,INNER_CITY,,,1,YES,YES,NO,NO,NO
ID13691,55,FEMALE,SUBURBAN,,,5,YES,NO,NO,YES,NO
ID13692,28,FEMALE,INNER_CITY,,NO,2,YES,YES,NO,NO,NO
ID13693,60,FEMALE,SUBURBAN,89786.53,NO,,NO,YES,YES,NO,YES
ID13694,57,FEMALE,INNER_CITY,21398.49,,,NO,YES,NO,NO,YES
ID13695,37,FEMALE,SUBURBAN,13349.39,,0,YES,NO,NO,NO,NO
ID13696,25,FEMALE,TOWN,88880.81,,,YES,NO,NO,NO,YES
ID13697,38,MALE,INNER_CITY,85698.98,,0,YES,NO,NO,NO,NO
ID13698,52,FEMALE,SUBURBAN,81098.36,NO,0,YES,YES,NO,NO,NO
ID13699,32,FEMALE,TOWN,,,0,NO,YES,YES,NO,NO
ID13700,67,MALE,SUBURBAN,8658.32,YES,0,YES,YES,YES,,NO
ID13701,40,FEMALE,TOWN,74892.16,,,YES,YES,YES,,NO
ID13702,73,FEMALE,TOWN,56414.74,,2,YES,NO,NO,NO,YES
ID13703,75,MALE,INNER_CITY,59565.79,YES,0,NO,YES,NO,YES,NO
ID13704,28,FEMALE,RURAL,7357.8,YES,4,YES,YES,NO,,NO
ID13705,22,FEMALE,RURAL,,YES,,NO,NO,YES,NO,NO
ID13706,51,MALE,RURAL,98818.99,NO,5,YES,NO,NO,YES,YES
ID13707,31,MALE,TOWN,,YES,0,YES,YES,NO,,YES
ID13708,54,FEMALE,SUBURBAN,49993.22,YES,1,YES,YES,YES,,NO
ID13709,35,FEMALE,TOWN,25520.89,YES,1,YES,YES,NO,YES,YES
ID13710,72,MALE,TOWN,88393.16,NO,3,YES,YES,YES,,NO
ID13711,60,FEMALE,INNER_CITY,63851.3,YES,,NO,NO,NO,,YES
ID13712,64,MALE,SUBURBAN,68649.47,NO,,YES,NO,YES,,NO
ID13713,55,MALE,TOWN,,,1,NO,YES,YES,NO,NO
ID13714,40,FEMALE,INNER_CITY,50622.16,NO,,NO,YES,YES,NO,YES
ID13715,22,MALE,RURAL,,,0,YES,YES,YES,YES,NO
ID13716,20,FEMALE,SUBURBAN,15039.74,YES,,YES,NO,YES,YES,NO
ID13717,34,FEMALE,SUBURBAN,15960.72,NO,,YES,YES,NO,YES,YES
ID13718,75,FEMALE,SUBURBAN,,YES,,NO,NO,NO,,YES
ID13719,25,MALE,RURAL,27691.88,,4,NO,YES,NO,NO,NO
ID13720,64,MALE,TOWN,53436.11,YES,3,YES,NO,YES,,NO
ID13721,34,FEMALE,INNER_CITY,35699.88,,,YES,YES,NO,YES,NO
ID13722,36,FEMALE,INNER_CITY,,,2,NO,YES,NO,,NO
ID13723,64,MALE,SUBURBAN,12611.96,YES,0,YES,YES,NO,,NO
ID13724,73,MALE,TOWN,26878.17,YES,,YES,YES,YES,,YES
ID13725,66,MALE,TOWN,13019.54,NO,4,NO,NO,YES,,NO
ID13726,46,MALE,SUBURBAN,,,0,NO,YES,NO,NO,NO
ID13727,65,FEMALE,INNER_CITY,37609.53,,,NO,YES,YES,,NO
ID13728,21,MALE,TOWN,73490.86,NO,0,NO,YES,YES,,YES
ID13729,48,FEMALE,INNER_CITY,32049.78,,3,NO,NO,NO,YES,NO
ID13730,31,FEMALE,TOWN,74386.75,NO,2,NO,YES,NO,YES,NO
ID13731,53,MALE,RURAL,74715.23,NO,5,NO,NO,NO,YES,NO
ID13732,20,FEMALE,INNER_CITY,87925.04,,1,YES,NO,NO,,YES
ID13733,36,FEMALE,TOWN,77023.32,NO,3,NO,YES,NO,NO,YES
ID13734,20,MALE,INNER_CITY,23859.43,NO,,YES,NO,YES,,NO
ID13735,41,MALE,INNER_CITY,53137.77,NO,4,NO,YES,YES,NO,NO
ID13736,41,MALE,RURAL,21785.42,,4,YES,YES,NO,NO,YES
ID13737,61,MALE,TOWN,90819.36,YES,1,NO,NO,NO,NO,YES
ID13738,42,FEMALE,RURAL,50103.05,,4,NO,NO,NO,YES,YES
ID13739,40,FEMALE,RURAL,,,0,YES,YES,YES,,YES
ID13740,21,FEMALE,TOWN,10212.22,YES,0,YES,YES,NO,,YES
ID13741,43,FEMALE,INNER_CITY,55753.44,YES,2,YES,NO,YES,NO,NO
ID13742,26,FEMALE,INNER_CITY,76156.58,,5,NO,NO,NO,NO,YES
ID13743,55,FEMALE,INNER_CITY,30467.07,YES,,NO,YES,YES,,YES
ID13744,48,MALE,SUBURBAN,16071.78,,,NO,NO,YES,NO,YES
ID13745,49,FEMALE,INNER_CITY,28124.12,NO,,NO,YES,NO,YES,YES
ID13746,34,MALE,TOWN,42752.39,,0,YES,NO,YES,YES,NO
ID13747,63,FEMALE,TOWN,71452.65,YES,,YES,YES,YES,YES,NO
ID13748,32,MALE,INNER_CITY,38770.82,YES,,NO,YES,NO,YES,YES
ID13749,58,MALE,INNER_CITY,79353.14,NO,4,YES,NO,YES,,YES
ID13750,19,MALE,TOWN,88541.06,YES,4,YES,YES,NO,YES,NO
ID13751,75,FEMALE,SUBURBAN,70831.29,NO,5,NO,YES,NO,NO,NO
ID13752,74,FEMALE,INNER_CITY,8033.66,NO,3,NO,NO,YES,YES,NO
ID13753,66,FEMALE,INNER_CITY,10492.9,YES,2,YES,NO,YES,YES,YES
ID13754,44,FEMALE,TOWN,17889.19,NO,3,YES,YES,YES,,NO
ID13755,38,MALE,TOWN,,YES,4,YES,NO,NO,YES,YES
ID13756,31,MALE,TOWN,80583.12,,,NO,YES,YES,YES,NO
ID13757,53,FEMALE,RURAL,8396.84,NO,4,YES,YES,YES,,NO
ID13758,54,FEMALE,RURAL,7784.45,NO,4,NO,YES,NO,,YES
ID13759,46,MALE,TOWN,51445.8,YES,1,NO,YES,NO,NO,NO
ID13760,50,MALE,TOWN,93184.73,NO,3,NO,NO,NO,,YES
ID13761,52,FEMALE,SUBURBAN,68517.16,YES,2,NO,YES,YES,,YES
ID13762,22,FEMALE,RURAL,58564.58,YES,2,YES,NO,YES,YES,NO
ID13763,33,MALE,TOWN,,NO,2,NO,YES,YES,,YES
ID13764,37,FEMALE,TOWN,94427.55,YES,2,NO,YES,YES,NO,YES
ID13765,33,MALE,TOWN,45594.3,,4,NO,YES,YES,,YES
ID13766,34,FEMALE,RURAL,20414.04,,4,YES,YES,NO,YES,NO
ID13767,21,FEMALE,TOWN,32769.44,,,YES,YES,NO,,NO
ID13768,34,MALE,INNER_CITY,81362.07,YES,3,NO,YES,YES,YES,YES
ID13769,61,MALE,RURAL,69957.12,NO,5,YES,NO,NO,,NO
ID13770,61,FEMALE,SUBURBAN,,YES,5,NO,YES,YES,,YES
ID13771,50,FEMALE,SUBURBAN,36833.85,,4,YES,YES,YES,YES,NO
ID13772,18,MALE,SUBURBAN,16731.77,NO,,NO,YES,YES,YES,YES
ID13773,47,FEMALE,SUBURBAN,83558.43,NO,,YES,NO,NO,YES,YES
ID13774,59,FEMALE,RURAL,86025.55,,4,YES,NO,NO,,NO
ID13775,62,FEMALE,RURAL,26762.33,NO,1,YES,YES,YES,YES,NO
ID13776,24,MALE,INNER_CITY,96095.35,NO,4,YES,NO,YES,YES,YES
ID13777,37,MALE,SUBURBAN,10138.94,,3,YES,NO,NO,YES,NO
ID13778,72,MALE,TOWN,90825.76,NO,5,YES,NO,YES,NO,NO
ID13779,68,MALE,INNER_CITY,52477.21,,0,NO,NO,YES,NO,YES
ID13780,55,MALE,INNER_CITY,80302.88,NO,4,NO,YES,YES,YES,NO
ID13781,65,MALE,SUBURBAN,82389.07,YES,,YES,YES,YES,,NO
ID13782,60,FEMALE,SUBURBAN,,NO,5,YES,YES,NO,NO,YES
ID13783,41,FEMALE,TOWN,,YES,2,NO,YES,YES,NO,YES
ID13784,35,FEMALE,RURAL,30270.7,NO,,NO,YES,NO,YES,YES
ID13785,73,MALE,TOWN,84042.23,NO,1,NO,YES,YES,NO,NO
ID13786,31,MALE,TOWN,44325.8,YES,2,NO,YES,NO,,NO
ID13787,20,MALE,INNER_CITY,97386.49,NO,0,YES,NO,NO,NO,YES
ID13788,68,FEMALE,TOWN,74770.73,NO,,NO,YES,NO,YES,NO
ID13789,39,FEMALE,SUBURBAN,81388.73,YES,5,YES,YES,NO,NO,YES
ID13790,72,FEMALE,RURAL,51689.26,,1,YES,YES,NO,YES,NO
ID13791,64,FEMALE,INNER_CITY,49952.44,YES,1,NO,NO,NO,YES,NO
ID13792,49,MALE,INNER_CITY,30353.49,,4,YES,YES,NO,YES,NO
ID13793,59,MALE,SUBURBAN,97932.02,NO,4,NO,NO,NO,YES,NO
ID13794,69,MALE,SUBURBAN,39529.0,,5,YES,YES,YES,YES,YES
ID13795,71,MALE,RURAL,,,4,NO,NO,NO,NO,NO
ID13796,71,MALE,INNER_CITY,,NO,0,YES,YES,NO,YES,NO
ID13797,56,FEMALE,INNER_CITY,13468.68,NO,0,YES,YES,NO,,NO
ID13798,41,FEMALE,SUBURBAN,19271.18,YES,,NO,YES,NO,NO,NO
ID13799,31,FEMALE,RURAL,74800.84,YES,,YES,YES,NO,NO,NO
ID13800,23,MALE,TOWN,72510.83,YES,0,YES,YES,YES,NO,YES
ID13801,44,FEMALE,TOWN,,YES,5,NO,YES,NO,YES,YES
ID13802,56,MALE,TOWN,13844.77,,2,NO,NO,YES,,YES
ID13803,52,FEMALE,INNER_CITY,,NO,5,YES,NO,NO,,NO
ID13804,23,FEMALE,SUBURBAN,39156.56,NO,1,YES,YES,YES,,YES
ID13805,58,MALE,INNER_CITY,50917.74,,,NO,NO,NO,NO,NO
ID13806,75,MALE,RURAL,68117.76,YES,1,YES,NO,NO,NO,NO
ID13807,25,FEMALE,TOWN,37262.13,NO,4,NO,NO,NO,,YES
ID13808,33,MALE,SUBURBAN,,,,YES,YES,YES,NO,YES
ID13809,53,MALE,INNER_CITY,,NO,1,YES,YES,YES,YES,YES
ID13810,41,MALE,TOWN,39996.22,,3,YES,NO,YES,,NO
ID13811,53,MALE,RURAL,49051.46,YES,5,NO,NO,NO,,YES
ID13812,70,MALE,SUBURBAN,,YES,2,NO,NO,YES,,NO
ID13813,73,MALE,INNER_CITY,26587.79,,3,NO,YES,YES,,NO
ID13814,68,MALE,TOWN,54305.21,NO,3,YES,NO,NO,YES,NO
ID13815,32,MALE,SUBURBAN,9808.02,,5,YES,YES,YES,YES,YES
ID13816,61,FEMALE,INNER_CITY,29933.61,,5,NO,NO,YES,YES,NO
ID13817,21,MALE,TOWN,29392.74,,,YES,YES,YES,,YES
ID13818,32,MALE,RURAL,,NO,,NO,NO,NO,NO,YES
ID13819,24,MALE,INNER_CITY,7617.63,,,NO,NO,YES,NO,YES
ID13820,46,MALE,RURAL,79223.77,YES,3,NO,NO,YES,,YES
ID13821,20,MALE,SUBURBAN,36522.98,,5,NO,NO,NO,NO,YES
ID13822,36,FEMALE,TOWN,32541.32,,5,NO,NO,NO,YES,YES
ID13823,66,MALE,RURAL,40371.04,,5,NO,YES,NO,,NO
ID13824,52,FEMALE,SUBURBAN,47575.31,NO,3,NO,NO,YES,,YES
ID13825,69,FEMALE,SUBURBAN,15758.55,,1,NO,YES,NO,NO,NO
ID13826,18,FEMALE,INNER_CITY,32207.49,NO,2,YES,YES,NO,NO,YES
ID13827,48,MALE,TOWN,92961.56,NO,,YES,YES,YES,NO,YES
ID13828,73,FEMALE,RURAL,13007.88,,5,NO,NO,YES,NO,YES
ID13829,65,MALE,INNER_CITY,74034.93,,0,NO,NO,NO,NO,NO
ID13830,23,MALE,INNER_CITY,,YES,,NO,NO,NO,NO,NO
ID13831,44,FEMALE,RURAL,82284.33,NO,,NO,NO,YES,,NO
ID13832,59,MALE,INNER_CITY,91859.15,,4,NO,NO,NO,NO,NO
ID13833,34,MALE,INNER_CITY,,,1,YES,YES,YES,,NO
ID13834,50,MALE,SUBURBAN,20265.4,,4,YES,YES,YES,NO,NO
ID13835,43,MALE,INNER_CITY,48059.69,,,NO,YES,NO,YES,NO
ID13836,47,FEMALE,INNER_CITY,74423.57,NO,2,NO,YES,YES,YES,YES
ID13837,47,MALE,INNER_CITY,79852.14,YES,,NO,NO,YES,NO,YES
