_id,age,sex,region,income,married,children,car,save_act,current_act,mortgage,pep
ID12255,41.0,MALE,RURAL,23356.1,NO,,YES,NO,,NO,NO
ID12256,20.0,FEMALE,,8143.75,YES,2.0,,YES,YES,,YES
ID12257,50.0,MALE,TOWN,,YES,,YES,YES,,NO,NO
ID12258,24.0,MALE,RURAL,20467.3,,,YES,YES,YES,NO,NO
ID12259,60.0,FEMALE,TOWN,21506.2,YES,,NO,NO,YES,NO,YES
ID12260,,,TOWN,15315.3,YES,1.0,,YES,YES,NO,YES
ID12261,23.0,MALE,INNER_CITY,18875.7,YES,2.0,YES,,,,NO
ID12262,40.0,FEMALE,INNER_CITY,12977.2,YES,0.0,,NO,NO,NO,NO
ID12263,49.0,FEMALE,TOWN,20708.5,NO,3.0,NO,,YES,NO,NO
ID12264,21.0,FEMALE,TOWN,7549.38,NO,1.0,YES,NO,YES,NO,NO
ID12265,,FEMALE,INNER_CITY,24904.0,,,NO,NO,NO,NO,NO
ID12266,26.0,MALE,RURAL,24071.8,YES,1.0,NO,NO,YES,YES,YES
ID12267,20.0,,TOWN,9589.91,NO,1.0,NO,YES,YES,YES,NO
ID12268,24.0,MALE,,8562.86,NO,1.0,NO,NO,NO,YES,NO
ID12269,37.0,FEMALE,TOWN,,NO,0.0,YES,YES,,,NO
ID12270,,MALE,INNER_CITY,34020.5,YES,0.0,NO,NO,YES,NO,NO
ID12271,,,INNER_CITY,,YES,0.0,,YES,YES,NO,NO
ID12272,22.0,MALE,INNER_CITY,19726.3,YES,2.0,NO,NO,,NO,NO
ID12273,,,INNER_CITY,24346.6,YES,3.0,YES,YES,YES,NO,NO
ID12274,34.0,MALE,RURAL,26999.4,YES,,YES,YES,YES,NO,YES
ID12275,67.0,,TOWN,41558.1,YES,2.0,NO,YES,YES,NO,YES
ID12276,58.0,FEMALE,INNER_CITY,56340.3,NO,0.0,,YES,YES,NO,YES
ID12277,40.0,MALE,TOWN,37558.5,YES,0.0,,YES,YES,NO,NO
ID12278,,FEMALE,INNER_CITY,30099.3,YES,0.0,YES,YES,,YES,YES
ID12279,43.0,MALE,INNER_CITY,15254.8,,0.0,NO,NO,NO,NO,YES
ID12280,,,,36086.1,YES,2.0,NO,NO,YES,NO,YES
ID12281,,FEMALE,,17655.0,YES,1.0,NO,YES,YES,YES,YES
ID12282,,MALE,,56658.9,NO,0.0,NO,YES,YES,NO,YES
ID12283,65.0,FEMALE,INNER_CITY,37706.5,,0.0,,YES,YES,YES,NO
ID12284,48.0,FEMALE,INNER_CITY,18516.0,,2.0,YES,YES,,YES,NO
ID12285,38.0,FEMALE,INNER_CITY,29622.0,,,,YES,NO,YES,NO
ID12286,49.0,MALE,RURAL,32669.9,YES,1.0,YES,YES,YES,YES,YES
ID12287,20.0,FEMALE,INNER_CITY,18275.5,YES,,NO,NO,NO,YES,YES
ID12288,,FEMALE,TOWN,34410.0,YES,,NO,NO,YES,NO,YES
ID12289,38.0,MALE,INNER_CITY,,YES,2.0,YES,,YES,,NO
ID12290,41.0,FEMALE,INNER_CITY,21796.6,YES,0.0,NO,NO,YES,NO,NO
ID12291,67.0,FEMALE,,63130.1,,2.0,YES,YES,YES,NO,YES
ID12292,39.0,,INNER_CITY,14996.4,YES,1.0,YES,,NO,NO,NO
ID12293,64.0,FEMALE,RURAL,49024.9,YES,3.0,NO,,YES,NO,YES
ID12294,41.0,MALE,INNER_CITY,16249.8,YES,0.0,YES,,YES,YES,YES
ID12295,55.0,MALE,,36192.1,YES,2.0,YES,NO,YES,NO,YES
ID12296,,,INNER_CITY,17839.9,YES,1.0,NO,YES,NO,YES,YES
ID12297,,,INNER_CITY,18802.4,NO,0.0,NO,NO,YES,YES,YES
ID12298,52.0,,INNER_CITY,,YES,,YES,,YES,,YES
ID12299,26.0,MALE,INNER_CITY,14585.9,,2.0,NO,,,YES,NO
ID12300,,FEMALE,INNER_CITY,20819.0,YES,0.0,NO,YES,YES,NO,YES
ID12301,46.0,,TOWN,26077.8,YES,,YES,,YES,NO,YES
ID12302,46.0,FEMALE,TOWN,41627.1,YES,0.0,NO,YES,YES,YES,NO
ID12303,52.0,,INNER_CITY,16977.3,YES,0.0,NO,NO,YES,NO,NO
ID12304,37.0,MALE,INNER_CITY,19012.8,NO,3.0,YES,NO,YES,NO,NO
ID12305,22.0,,INNER_CITY,,YES,1.0,NO,,YES,YES,YES
ID12306,18.0,MALE,,14388.6,NO,0.0,YES,,YES,YES,YES
ID12307,63.0,,INNER_CITY,59409.1,,0.0,YES,YES,,NO,YES
ID12308,25.0,FEMALE,,14960.2,YES,0.0,NO,YES,YES,YES,NO
ID12309,67.0,MALE,,39666.6,,0.0,YES,YES,YES,,NO
ID12310,27.0,MALE,INNER_CITY,20771.9,NO,0.0,NO,YES,,,YES
ID12311,61.0,MALE,INNER_CITY,24474.1,NO,0.0,YES,NO,NO,,YES
ID12312,,,TOWN,33123.7,YES,,,YES,YES,NO,YES
ID12313,22.0,MALE,INNER_CITY,,YES,0.0,YES,YES,YES,NO,YES
ID12314,28.0,MALE,,13175.5,NO,1.0,NO,NO,YES,NO,YES
ID12315,23.0,,INNER_CITY,9824.37,YES,,,YES,YES,NO,NO
ID12316,27.0,MALE,SUBURBAN,,YES,0.0,NO,YES,YES,NO,NO
ID12317,27.0,FEMALE,SUBURBAN,15156.2,YES,0.0,YES,NO,YES,NO,NO
ID12318,40.0,FEMALE,INNER_CITY,31774.1,YES,3.0,YES,YES,YES,YES,NO
ID12319,39.0,MALE,TOWN,,,,YES,YES,NO,NO,YES
ID12320,35.0,,INNER_CITY,28598.7,YES,0.0,YES,,YES,NO,NO
ID12321,37.0,FEMALE,INNER_CITY,26261.7,,2.0,YES,,NO,NO,NO
ID12322,47.0,MALE,INNER_CITY,42124.1,YES,,NO,,YES,NO,YES
ID12323,,FEMALE,INNER_CITY,39308.7,YES,1.0,NO,,,NO,YES
ID12324,67.0,FEMALE,INNER_CITY,43530.0,YES,,NO,YES,,YES,NO
ID12325,57.0,,RURAL,,YES,,,YES,YES,NO,YES
ID12326,47.0,,RURAL,27434.8,NO,0.0,YES,YES,,NO,YES
ID12327,67.0,MALE,,50474.6,,2.0,YES,,YES,NO,YES
ID12328,56.0,MALE,TOWN,24888.2,,0.0,NO,YES,YES,NO,YES
ID12329,,MALE,,,NO,0.0,YES,NO,YES,YES,YES
ID12330,27.0,MALE,INNER_CITY,12279.5,,0.0,YES,NO,NO,NO,YES
ID12331,,FEMALE,INNER_CITY,30189.4,YES,0.0,YES,NO,YES,,YES
ID12332,,MALE,INNER_CITY,28969.4,NO,1.0,NO,NO,YES,YES,NO
ID12333,31.0,MALE,,,YES,0.0,,,YES,,YES
ID12334,,FEMALE,TOWN,30404.3,YES,0.0,YES,YES,YES,NO,NO
ID12335,57.0,FEMALE,RURAL,,NO,3.0,NO,YES,NO,NO,NO
ID12336,49.0,,,,,1.0,NO,YES,YES,YES,YES
ID12337,65.0,MALE,TOWN,52255.9,NO,2.0,YES,,YES,NO,YES
ID12338,22.0,FEMALE,INNER_CITY,17866.9,YES,2.0,NO,YES,YES,YES,NO
ID12339,,FEMALE,,,YES,2.0,,,NO,NO,NO
ID12340,23.0,MALE,INNER_CITY,12823.7,YES,0.0,YES,YES,YES,NO,NO
