_id,age,sex,region,income,married,children,car,save_act,current_act,mortgage,pep
ID12157,,FEMALE,INNER_CITY,24977.5,NO,0.0,NO,NO,YES,NO,YES
ID12158,,MALE,INNER_CITY,,YES,0.0,,YES,YES,NO,YES
ID12159,29.0,FEMALE,INNER_CITY,15143.8,,0.0,NO,,YES,NO,NO
ID12160,,MALE,,,NO,1.0,YES,,,,YES
ID12161,42.0,FEMALE,INNER_CITY,24763.3,YES,1.0,NO,YES,YES,YES,YES
ID12162,65.0,FEMALE,INNER_CITY,,NO,1.0,YES,NO,YES,NO,YES
ID12163,,,INNER_CITY,27022.6,YES,2.0,,YES,YES,,NO
ID12164,,MALE,,11700.4,YES,,NO,YES,NO,,NO
ID12165,,,TOWN,5014.21,NO,0.0,,YES,YES,,NO
ID12166,,MALE,,,,0.0,NO,YES,,NO,NO
ID12167,19.0,MALE,TOWN,,,2.0,NO,YES,YES,NO,NO
ID12168,41.0,,TOWN,34892.9,NO,0.0,NO,YES,,,NO
ID12169,30.0,MALE,TOWN,19403.1,NO,2.0,NO,YES,YES,NO,NO
ID12170,31.0,FEMALE,RURAL,,YES,2.0,,,YES,,YES
ID12171,25.0,,INNER_CITY,14064.9,,3.0,,YES,YES,NO,NO
ID12172,21.0,MALE,INNER_CITY,8062.73,NO,0.0,NO,NO,YES,NO,YES
ID12173,36.0,MALE,INNER_CITY,,,3.0,YES,YES,YES,YES,YES
ID12174,58.0,FEMALE,,23197.5,YES,2.0,,,NO,YES,NO
ID12175,,FEMALE,INNER_CITY,52674.0,NO,2.0,YES,YES,YES,NO,YES
ID12176,,,RURAL,35610.5,NO,,,NO,NO,NO,YES
ID12177,45.0,FEMALE,TOWN,,NO,,NO,YES,YES,YES,NO
ID12178,61.0,MALE,INNER_CITY,49456.7,YES,,YES,YES,YES,YES,YES
ID12179,30.0,FEMALE,INNER_CITY,14724.5,,0.0,,NO,YES,NO,NO
ID12180,58.0,FEMALE,TOWN,34524.9,YES,,YES,YES,NO,NO,YES
ID12181,50.0,,TOWN,22052.1,,,,YES,,NO,YES
ID12182,,MALE,INNER_CITY,27808.1,NO,3.0,NO,NO,YES,,NO
ID12183,29.0,FEMALE,INNER_CITY,12591.4,,1.0,NO,YES,YES,NO,NO
ID12184,35.0,,INNER_CITY,,YES,1.0,NO,YES,,NO,YES
ID12185,62.0,MALE,INNER_CITY,,YES,,NO,NO,YES,,YES
ID12186,36.0,MALE,INNER_CITY,31683.1,YES,1.0,YES,,YES,NO,YES
ID12187,25.0,FEMALE,,15525.0,YES,,NO,YES,YES,NO,NO
ID12188,,FEMALE,TOWN,22562.2,NO,0.0,YES,YES,YES,YES,NO
ID12189,30.0,,SUBURBAN,15848.7,YES,0.0,,YES,NO,YES,NO
ID12190,54.0,FEMALE,INNER_CITY,31095.6,YES,2.0,NO,NO,,NO,YES
ID12191,37.0,MALE,TOWN,24814.5,YES,,YES,NO,YES,YES,YES
ID12192,28.0,FEMALE,INNER_CITY,25429.3,NO,2.0,NO,YES,YES,YES,NO
ID12193,53.0,FEMALE,RURAL,34866.5,NO,,,NO,YES,NO,YES
ID12194,61.0,MALE,INNER_CITY,42579.1,,2.0,YES,YES,YES,NO,NO
ID12195,61.0,,INNER_CITY,41127.4,YES,0.0,,YES,NO,NO,NO
ID12196,18.0,FEMALE,INNER_CITY,9990.11,YES,0.0,NO,YES,,NO,NO
ID12197,22.0,MALE,,7948.62,,1.0,NO,,,YES,NO
ID12198,34.0,MALE,TOWN,30870.8,YES,2.0,YES,YES,,YES,YES
ID12199,,FEMALE,INNER_CITY,12125.8,NO,2.0,NO,YES,YES,NO,NO
ID12200,18.0,,RURAL,15348.9,YES,,YES,NO,YES,,NO
ID12201,,,INNER_CITY,,YES,,NO,YES,,YES,YES
ID12202,27.0,FEMALE,INNER_CITY,,YES,2.0,YES,YES,,,NO
ID12203,42.0,MALE,INNER_CITY,15499.9,YES,0.0,YES,NO,YES,YES,YES
ID12204,43.0,,TOWN,33088.5,NO,0.0,NO,YES,,YES,NO
ID12205,64.0,FEMALE,INNER_CITY,34513.6,YES,1.0,NO,YES,,NO,YES
ID12206,43.0,MALE,TOWN,,YES,3.0,,YES,YES,,NO
ID12207,,MALE,RURAL,,YES,0.0,,YES,NO,NO,NO
ID12208,23.0,MALE,INNER_CITY,,,0.0,,NO,YES,NO,NO
ID12209,23.0,,INNER_CITY,12681.9,,0.0,NO,YES,YES,NO,YES
ID12210,30.0,FEMALE,INNER_CITY,24031.5,YES,2.0,YES,YES,YES,,NO
ID12211,36.0,MALE,TOWN,37330.5,,2.0,NO,,YES,,YES
ID12212,34.0,,INNER_CITY,25333.2,YES,3.0,YES,NO,NO,YES,NO
ID12213,51.0,FEMALE,INNER_CITY,37094.2,YES,0.0,YES,,YES,NO,NO
ID12214,36.0,MALE,TOWN,33630.6,,2.0,YES,YES,YES,NO,YES
ID12215,56.0,MALE,INNER_CITY,43228.2,YES,,YES,YES,YES,NO,YES
ID12216,54.0,FEMALE,INNER_CITY,47796.8,YES,0.0,,YES,,NO,NO
ID12217,56.0,,TOWN,21730.3,YES,2.0,NO,YES,NO,,NO
ID12218,26.0,MALE,INNER_CITY,10044.1,YES,3.0,NO,,,YES,NO
ID12219,39.0,MALE,TOWN,17270.1,,0.0,YES,NO,NO,NO,YES
ID12220,64.0,FEMALE,,45765.0,YES,,YES,YES,YES,NO,YES
